bin,domain,signal_CAZ_count,total_CAZ_count,signal_CAZ_aa,MAG_ORFs_aa,ORF_count,signal_pep_count,total_pep_count,signal_pep_aa
NAT-178,Bacteria,18,93,9201,866253,2769,49,115,21348
NAT-535,Bacteria,1,32,454,489472,1447,14,69,6582
NAT-172,Bacteria,3,44,1477,390546,1239,11,58,6488
NAT-271,Bacteria,4,37,1808,354550,1231,17,60,6853
NAT-45,Bacteria,2,48,991,531935,1530,34,95,21626
NAT-137,Bacteria,2,57,934,596310,1947,6,89,3045
NAT-249,Bacteria,4,74,1665,481720,1688,15,76,5356
NAT-161,Bacteria,48,111,23980,597290,1738,55,122,36090
NAT-116,Bacteria,12,117,6305,848290,2669,17,119,6779
NAT-64,Bacteria,19,111,10143,1280015,4013,57,191,26188
NAT-13,Bacteria,3,65,2069,501402,1597,4,79,1345
NAT-185,Bacteria,5,67,2265,684819,2213,9,98,3638
NAT-19,Bacteria,61,155,47054,1217418,3225,89,182,54786
NAT-21,Bacteria,25,145,13520,1355584,4341,139,287,75909
NAT-124,Bacteria,24,259,14967,1769980,5145,63,287,34196
NAT-2,Bacteria,24,71,23412,1135350,2896,70,149,51231
NAT-8,Bacteria,34,125,21504,2527933,6978,123,326,65462
NAT-220,Bacteria,9,70,4912,537341,1575,28,116,18545
NAT-26,Bacteria,15,94,6595,951998,2981,42,148,22113
NAT-154,Archaea,1,38,843,629047,1799,8,83,6615
NAT-123,Bacteria,54,379,34709,2422833,6932,96,362,63000
NAT-218,Bacteria,2,67,946,709743,2452,10,163,4945
NAT-212,Bacteria,82,193,47372,1063066,3455,78,166,45603
NAT-111,Bacteria,77,199,47807,1360422,4072,162,260,109118
NAT-166,Bacteria,13,92,7375,726978,2102,35,113,22763
NAT-188,Bacteria,3,60,1587,800350,2508,4,167,1488
NAT-14,Bacteria,151,280,103925,1679106,4482,78,188,44296
NAT-182,Bacteria,3,65,1187,431534,1454,4,53,1872
NAT-69,Bacteria,128,205,100101,1497520,3761,82,183,46750
NAT-239,Bacteria,19,163,11516,1328007,4232,43,228,20081
NAT-130,Bacteria,218,417,140342,2105540,5858,83,203,48196
NAT-276,Bacteria,20,130,9933,1058919,3324,42,168,18049
NAT-108,Bacteria,11,72,4789,767564,2486,11,127,5182
NAT-94,Bacteria,21,139,10366,1886441,5389,81,257,39121
NAT-102,Bacteria,7,70,3649,652466,2094,12,97,5221
NAT-175,Bacteria,32,96,18234,582242,1759,39,101,23251
NAT-70,Bacteria,6,114,2770,862259,3062,21,136,8549
NP-955,Bacteria,6,105,3288,1172774,3661,19,146,9356
NP-90,Bacteria,27,119,15304,1065835,3278,53,166,27416
NP-142,Archaea,1,18,51,344144,1452,1,49,664
NP-135,Bacteria,5,84,2050,827117,2861,10,138,4477
NP-107,Bacteria,28,91,17300,681925,1804,52,106,32566
NP-151,Bacteria,16,85,7602,750211,2352,42,131,20481
NP-89,Bacteria,14,122,8149,971783,2689,77,156,56597
NP-10,Bacteria,34,152,14293,1251087,4120,36,180,13352
NP-946,Bacteria,25,96,12210,510242,1576,35,93,19473
NP-931,Bacteria,5,64,2525,567363,1829,36,98,19297
NP-28,Bacteria,22,138,10115,1050137,3426,38,146,16252
NP-6,Bacteria,50,277,23478,1998061,6645,71,267,29309
NP-55,Bacteria,19,80,9960,577789,1682,77,165,43058
NP-22,Bacteria,20,63,10213,352833,1091,35,83,20837
NP-113,Bacteria,16,127,7501,1365959,4547,26,263,10731
NP-58,Bacteria,140,224,97526,1136032,2966,82,163,40956
NP-997,Bacteria,26,105,17031,776580,2150,45,129,25081
NP-1051,Bacteria,5,52,2423,348003,1150,11,65,4888
NP-119,Bacteria,43,192,27261,3187969,7843,154,359,105276
NP-52,Bacteria,9,80,4382,613735,2013,17,92,7967
NP-1,Bacteria,13,82,4599,689730,2255,28,111,10842
NP-156,Bacteria,14,91,8034,843525,2648,35,128,17082
NP-60,Bacteria,65,280,33736,1678436,4913,54,194,44507
NP-17,Bacteria,9,103,3746,654776,2392,23,103,8691
NP-936,Bacteria,68,189,42230,1388890,4229,145,262,70690
NP-36,Bacteria,29,186,14274,1351135,4140,53,207,25052
NP-41,Bacteria,44,248,24696,1568146,4588,52,199,37924
NP-960,Bacteria,199,291,149104,1264639,3023,84,159,46141
NP-1472,Bacteria,8,66,3069,473053,1606,14,66,7073
NP-100,Bacteria,34,123,21015,1113833,3299,87,206,54471
NP-952,Bacteria,20,213,10842,1122618,3369,26,161,16001
NP-73,Archaea,1,39,961,576292,1565,6,79,4027
NP-138,Bacteria,6,111,3457,651089,2089,8,80,4078
NP-1070,Bacteria,1,53,433,435858,1393,27,79,17344
NP-97,Bacteria,16,102,8944,1063789,3250,21,204,10896
NP-79,Bacteria,5,69,2498,614054,1924,16,103,7811
NP-132,Bacteria,9,78,6418,734303,2374,8,126,3133
NP-77,Archaea,0,49,0,564989,2002,4,135,2118
NP-99,Bacteria,240,453,154843,2444532,6589,107,276,59530
NP-1444,Bacteria,21,94,9537,639736,2121,23,84,13345
NP-956,Bacteria,18,98,9871,910011,2755,81,172,45206
NP-38,Bacteria,113,203,70825,1173574,3115,61,151,35176
NP-104,Bacteria,8,59,4684,500394,1482,29,95,19999
NP-980,Bacteria,14,71,5751,598684,1923,32,121,14625
NP-964,Bacteria,18,120,6995,1131070,3565,79,246,47665
NP-32,Bacteria,19,132,9896,1277218,3936,30,172,12682
NP-45,Bacteria,16,110,7355,891935,2722,24,117,11081
NP-1046,Bacteria,9,71,3282,573367,1812,21,78,8637
NP-932,Bacteria,9,62,5913,543654,1569,44,109,29238
NP-945,Bacteria,71,156,44638,942532,2593,38,115,19081
NP-64,Bacteria,19,95,15901,607789,1901,40,114,26020
NP-13,Bacteria,24,118,14058,1072538,3371,49,165,24127
NP-1160,Bacteria,15,64,8528,441079,1314,19,74,13822
NP-125,Bacteria,24,140,11728,1185819,3695,60,173,33163
NP-80,Bacteria,3,42,1514,452360,1449,5,75,2385
NP-5,Bacteria,174,315,106648,2024257,5639,196,332,157928
NP-21,Bacteria,37,132,19182,1172984,3787,142,255,73761
NP-56,Bacteria,7,118,2813,832400,2664,17,111,6878
NP-993,Bacteria,38,118,22585,914917,2596,148,245,85343
NP-117,Bacteria,114,218,78307,1201033,3074,48,139,45517
NP-51,Bacteria,16,84,9281,788519,2508,96,174,51934
NP-26,Bacteria,43,127,22157,920616,2936,89,196,52967
NP-2,Bacteria,101,257,63538,1470099,4176,135,258,81069
NP-1052,Bacteria,42,129,26478,702713,2128,40,122,25372
NP-970,Bacteria,2,64,595,795678,2427,9,111,3628
NP-8,Bacteria,19,102,8668,813379,2571,73,167,42004
NP-110,Archaea,2,21,1137,393070,1097,3,60,1976
NP-942,Bacteria,9,85,3700,785206,2546,17,138,9006
NP-63,Bacteria,9,66,4277,605208,1932,25,143,13185
NP-122,Bacteria,6,70,2573,768896,2417,11,146,5486
NP-69,Bacteria,127,312,82090,1503756,4321,30,161,16921
NP-87,Bacteria,173,279,118322,1517465,3679,87,219,52288
NP-948,Bacteria,15,108,7535,975252,3076,48,172,24297
NP-969,Bacteria,9,84,3890,795550,2617,17,131,6945
NP-987,Bacteria,30,103,15690,450889,1369,32,85,18628
NP-109,Bacteria,136,286,91969,1762788,4983,62,182,37062
NP-94,Bacteria,27,127,14715,958360,3030,49,161,26083
NP-951,Bacteria,40,137,22423,1520278,4444,81,215,40687
NP-1277,Bacteria,1,55,555,462084,1463,11,87,8007
NP-101,Bacteria,6,66,2732,464619,1570,7,73,2293
NP-40,Bacteria,30,156,14427,1130525,3437,40,173,18888
NP-37,Bacteria,20,120,10496,929003,2812,50,126,27421
NP-96,Bacteria,19,123,9953,1030625,3285,28,132,11548
NP-133,Bacteria,51,171,29360,1023142,3045,145,247,79197
NP-72,Bacteria,6,72,3833,774589,2422,23,95,12495
NP-53,Bacteria,103,188,70211,908226,2625,49,118,21254
NP-24,Bacteria,16,99,7085,667297,2083,20,106,14363
NP-996,Bacteria,2,61,623,374572,1299,7,41,3139
NP-112,Archaea,0,15,0,309440,945,4,53,3533
NP-59,Bacteria,17,103,8699,887160,2807,112,190,55032
NP-937,Bacteria,1,38,388,486648,1571,4,88,1350
NP-16,Bacteria,18,110,8814,1001750,3117,37,147,16543
NP-85,Bacteria,5,81,2945,561213,1748,23,82,10722
NP-120,Bacteria,20,137,8006,1442862,4240,54,200,24424
NP-11,Bacteria,34,140,21259,1107268,3381,81,202,48794
NP-150,Bacteria,34,88,20424,718244,2096,127,212,71868
NP-7,Bacteria,20,131,8642,1029920,3336,36,167,13142
NP-23,Bacteria,53,257,36417,1429396,4165,40,141,27515
NP-54,Bacteria,26,92,18874,729938,2239,17,101,7934
NP-29,Bacteria,36,218,14630,1648849,5331,57,234,24175
NP-91,Bacteria,27,132,17727,878603,2700,71,146,46801
NP-75,Bacteria,117,212,71574,1074082,2982,61,152,29739
NP-954,Bacteria,7,50,2687,486489,1516,19,99,10039
NP-1391,Bacteria,28,115,18062,846629,2761,109,196,57692
NP-106,Archaea,1,24,1053,318117,989,5,51,4564
NP-982,Bacteria,10,65,5246,589728,1863,20,119,10694
NP-966,Bacteria,4,43,2406,564168,1789,14,102,7520
NP-1044,Bacteria,29,108,15171,1027827,3182,100,206,52140
NP-30,Bacteria,245,428,149875,2377578,6818,277,457,191490
NP-47,Bacteria,14,135,5789,1438474,4228,60,206,27258
NP-34,Bacteria,72,229,38269,1657864,5403,123,275,71602
NP-43,Bacteria,60,230,32330,1670620,5394,120,266,69647
NP-986,Bacteria,39,110,25491,791439,2253,56,118,34036
NP-49,Bacteria,22,145,13598,1468756,4501,36,237,14540
NP-95,Bacteria,27,144,12813,1334614,4199,54,208,23044
NP-1395,Bacteria,5,63,3033,684474,2159,16,123,7697
NP-9,Bacteria,26,157,10605,1253615,3745,82,198,47960
NP-1463,Bacteria,41,289,20215,1623839,4979,43,239,31130
NP-27,Bacteria,21,104,10994,958874,3048,82,173,48623
NP-949,Bacteria,19,105,9358,1184748,3685,58,210,29792
NP-1521,Archaea,1,19,1028,408905,1164,5,61,4234
NP-68,Bacteria,6,68,3935,877463,2862,5,175,1872
NP-86,Bacteria,291,443,200701,2244961,6435,109,287,65997
NP-15,Bacteria,40,137,24434,1146054,3433,107,213,65876
NP-939,Bacteria,14,98,6123,940635,2969,37,140,15918
NP-153,Bacteria,14,78,6916,742236,2309,51,133,30767
NP-124,Bacteria,49,281,24153,2175430,6902,70,287,37510
NP-81,Bacteria,53,323,30837,1883132,5319,46,212,29824
NP-18,Archaea,0,29,0,630959,1726,6,72,3938
NP-12,Bacteria,24,120,12431,1188786,3668,50,184,29274
NP-65,Archaea,1,27,35,549920,1438,7,70,6983
NP-944,Bacteria,1,47,432,399872,1289,28,84,18046
NP-992,Bacteria,8,127,3211,992657,3367,18,130,7513
NP-4,Bacteria,48,251,26786,2827339,8602,122,432,66854
NP-57,Bacteria,12,76,6566,810933,2667,19,148,9947
NP-20,Bacteria,5,58,2338,601860,1929,7,93,3921
NP-140,Bacteria,15,131,8092,971874,3087,20,140,8151
NP-92,Bacteria,15,118,6526,929977,2998,29,116,11977
NP-44,Bacteria,24,82,11226,626861,1918,59,130,34783
NP-33,Bacteria,32,169,18616,1504178,4707,62,224,40034
NP-965,Archaea,1,17,1021,449490,1313,3,60,2039
NP-39,Bacteria,19,146,8413,1361655,4153,49,193,26147
NP-105,Bacteria,25,78,15376,664935,2031,76,150,37322
RS-447,Bacteria,8,57,5100,602360,1955,14,116,6701
RS-817,Bacteria,5,66,3076,624881,2019,12,129,5313
RS-402,Bacteria,13,64,7387,536455,1520,44,96,31509
RS-408,Bacteria,31,92,17357,514153,1500,49,114,32040
RS-389,Bacteria,16,72,10021,497467,1494,44,98,25765
RS-367,Bacteria,23,113,11134,953793,3000,108,212,68324
RS-383,Bacteria,219,354,150336,1947396,4839,103,269,56202
RS-423,Bacteria,61,269,35884,1541234,4453,61,211,43454
RS-454,Bacteria,6,53,3881,587216,1905,5,113,3648
RS-355,Bacteria,25,195,12675,1667084,5163,65,221,29316
RS-668,Bacteria,3,48,1654,446935,1480,9,72,3576
RS-615,Bacteria,14,159,6315,1543322,4944,24,305,10866
RS-352,Archaea,0,33,0,401221,1207,7,69,5518
RS-665,Bacteria,8,70,3282,439811,1534,18,77,7461
RS-453,Bacteria,5,46,2019,411081,1411,8,73,3000
RS-384,Bacteria,4,58,2068,506066,1603,8,97,5188
RS-508,Bacteria,3,56,1079,494825,1636,18,81,7629
RS-472,Archaea,3,29,2448,541423,1494,9,80,5879
RS-822,Bacteria,49,358,25121,1802976,5315,54,245,37766
RS-341,Bacteria,18,89,8981,510807,1434,31,96,21392
RS-440,Archaea,2,33,1141,584796,1545,8,72,5243
RS-397,Bacteria,17,80,7446,711497,2332,80,184,40836
RS-373,Bacteria,25,88,14547,745091,2211,137,219,77242
RS-439,Bacteria,19,82,13864,465589,1359,33,87,17163
RS-814,Archaea,0,19,0,441202,1235,4,71,2553
RS-826,Bacteria,5,98,2366,824118,2632,12,124,6106
RS-401,Archaea,2,26,1757,531230,1382,9,68,8289
RS-678,Archaea,1,36,963,433619,1390,7,69,5509
RS-420,Bacteria,2,44,944,428072,1343,6,69,2401
RS-380,Bacteria,7,100,2648,958162,3078,19,168,8278
RS-364,Bacteria,12,120,6278,951062,2925,26,145,11894
RS-412,Bacteria,8,56,3611,574579,1843,12,100,4978
RS-465,Bacteria,12,77,6931,897864,2794,54,207,28535
RS-415,Bacteria,38,121,23932,1300565,3234,57,164,38326
RS-654,Bacteria,3,34,1035,320535,1045,6,60,2611
RS-387,Bacteria,6,55,3339,574372,1810,9,94,5634
RS-363,Bacteria,27,138,16931,1507829,3957,62,192,38243
RS-342,Bacteria,24,129,14684,1210773,3715,52,164,34241
RS-348,Archaea,1,38,873,588083,1558,6,75,3950
RS-821,Bacteria,33,329,19629,1603369,5265,35,214,24169
RS-406,Archaea,3,43,3048,640946,1712,8,80,5713
RS-394,Bacteria,2,65,924,565694,1906,11,130,3827
RS-434,Bacteria,8,92,3954,661087,2053,23,107,8874
RS-819,Bacteria,0,43,0,430487,1397,5,65,2091
RS-404,Bacteria,11,63,5605,545987,1764,18,82,7451
RS-372,Bacteria,12,62,5352,507411,1767,18,93,6232
RS-460,Bacteria,8,69,4048,676380,2178,8,132,2956
RS-458,Bacteria,27,100,16842,754755,2153,109,191,62032
RS-361,Bacteria,16,118,8127,891542,2934,32,190,16248
RS-626,Bacteria,0,39,0,336486,1099,19,69,11503
RS-382,Bacteria,8,75,4303,749979,2459,15,125,5563
RS-388,Bacteria,3,64,1207,652634,2110,16,131,8461
RS-422,Bacteria,7,85,2847,628964,1978,10,91,4229
RS-428,Bacteria,38,96,19384,489645,1456,31,104,19310
RS-467,Bacteria,31,98,16081,612544,1798,41,122,26531
RS-648,Bacteria,4,54,1922,495682,1581,4,86,2180
RS-391,Bacteria,6,51,3745,657774,2100,3,134,2903
RS-816,Bacteria,14,68,8958,449246,1314,25,87,20043
RS-431,Bacteria,20,89,10751,582852,1623,38,98,22613
RS-349,Bacteria,2,56,2243,621354,2061,7,104,4912
RS-797,Bacteria,11,99,5092,686252,2323,18,145,8154
RS-820,Bacteria,1,57,510,532653,1759,9,106,2897
RS-395,Bacteria,228,348,156452,1772780,4273,83,227,48913
RS-371,Bacteria,2,75,1046,644217,2138,10,117,5510
RS-435,Bacteria,4,58,1914,460821,1433,1,67,568
RS-350,Bacteria,10,67,5806,754546,2489,53,115,33796
RS-386,Bacteria,11,120,5145,1034340,3254,23,184,9532
RS-426,Bacteria,28,141,14893,1404234,4727,55,314,27940
RS-381,Bacteria,1,36,324,465784,1508,6,83,2405
RS-432,Archaea,1,44,832,573069,1458,6,73,4504
RS-815,Bacteria,4,45,2227,314021,956,17,63,9714
RS-438,Bacteria,19,75,10000,539951,1737,47,121,25557
RS-392,Archaea,0,21,0,451795,1279,10,76,9463
RS-398,Bacteria,316,509,234802,2308096,5815,111,283,63946
RS-604,Archaea,1,36,810,601582,1561,11,72,8527
RS-697,Bacteria,11,95,5097,778705,2506,14,143,6655
RS-344,Bacteria,4,69,1253,417657,1588,10,76,4177
SAT-2766,Bacteria,20,71,12929,619233,1673,60,125,42135
SAT-2788,Bacteria,7,62,3819,1060420,3255,68,159,31014
SAT-1434,Bacteria,7,52,4439,738825,2352,17,132,8168
SAT-33,Bacteria,8,55,4078,518610,1693,18,88,7535
SAT-182,Bacteria,0,25,0,430141,1346,5,64,2292
SAT-111,Bacteria,21,141,9161,1421372,4395,50,201,22160
SAT-166,Bacteria,1,28,466,397824,1389,8,71,3302
SAT-39,Bacteria,13,74,6443,950279,3042,36,141,16575
SAT-1449,Bacteria,5,61,2646,668335,2162,18,132,7973
SAT-220,Bacteria,0,18,0,304554,1009,6,46,2645
SAT-1342,Bacteria,1,29,997,380695,1165,9,49,3654
SAT-1608,Bacteria,2,30,1280,478614,1530,9,85,4954
SAT-129,Bacteria,46,143,30571,1159060,3518,115,218,68790
SAT-98,Bacteria,96,237,59053,1457810,4291,137,276,78445
SAT-154,Bacteria,1,34,476,393032,1224,9,89,4891
SAT-92,Bacteria,13,112,6342,1099200,3663,45,137,21347
SAT-1369,Bacteria,3,32,1512,405520,1229,21,77,11389
SAT-201,Bacteria,4,39,2336,384561,1234,11,63,4620
SAT-175,Bacteria,22,76,16304,639552,1766,50,115,37695
SAT-57,Bacteria,26,166,13080,1498719,4829,48,268,19606
SAT-20,Bacteria,11,98,5509,1145684,3802,34,150,13461
SAT-108,Bacteria,16,113,7102,1056055,3298,31,152,11736
SAT-2595,Bacteria,3,49,1348,418769,1300,7,45,2809
SAT-1450,Bacteria,6,36,2995,458261,1377,28,95,15916
SAT-3,Bacteria,3,53,1309,636320,2041,19,85,7215
SAT-18,Bacteria,29,112,18255,959342,2976,52,199,27947
SAT-130,Bacteria,35,132,22721,1105637,3406,86,183,53089
SAT-1462,Bacteria,40,131,23930,1134341,3399,131,244,84319
SAT-12,Bacteria,113,185,92005,1389145,3438,71,178,41603
SAT-9,Bacteria,10,102,4866,1465000,4685,38,197,16194
SAT-137,Archaea,0,19,0,426542,1592,2,72,2272
SAT-140,Bacteria,7,57,4060,558119,1641,41,96,26081
SAT-4,Bacteria,19,115,7580,1172742,3715,41,194,18305
SAT-62,Bacteria,22,106,10867,1031201,3187,37,150,16909
SAT-15,Bacteria,0,33,0,562866,1773,10,85,4555
SAT-105,Bacteria,13,53,7989,533874,1523,22,81,14830
SAT-27,Bacteria,17,119,10012,1298845,4125,49,193,19800
SAT-206,Bacteria,0,29,0,441040,1373,6,69,2676
SAT-1401,Bacteria,6,63,3291,1175439,3647,70,180,35714
SAT-95,Archaea,1,28,870,605020,1629,8,77,6962
SAT-227,Bacteria,2,49,1150,824393,2701,24,113,10121
SAT-185,Bacteria,3,37,1662,661931,1914,32,89,14086
SAT-43,Bacteria,13,85,7632,926448,2652,78,160,56220
SAT-49,Bacteria,21,111,12542,950162,2848,85,162,55614
SAT-161,Bacteria,1,32,446,401781,1272,2,75,559
SAT-116,Archaea,0,16,0,408299,1149,9,65,6720
SAT-165,Archaea,1,19,921,543531,1414,5,63,4439
SAT-112,Bacteria,17,100,8149,836458,2602,71,164,42774
SAT-181,Bacteria,0,21,0,398923,1272,3,55,1069
SAT-47,Bacteria,81,140,52912,917588,2423,51,122,28664
SAT-211,Bacteria,1,25,438,319009,1022,10,46,4718
SAT-91,Bacteria,0,47,0,879360,3029,11,167,5877
SAT-157,Archaea,1,25,930,783207,2100,10,89,8229
SAT-75,Bacteria,10,87,4668,941944,2820,44,136,28693
SAT-23,Bacteria,7,60,9067,780752,2510,99,193,57002
SAT-54,Bacteria,23,130,12244,1445205,4559,45,232,19218
SAT-198,Bacteria,17,129,7673,1170898,3771,34,182,13049
SAT-176,Bacteria,6,81,3834,923967,2857,35,128,17989
SAT-1289,Bacteria,20,72,10806,708591,2015,42,138,25594
SAT-66,Bacteria,10,86,5425,1017718,3347,27,178,11621
SAT-88,Bacteria,31,191,15859,1488181,4628,69,218,29905
SAT-139,Archaea,0,12,0,287013,1002,1,42,794
SAT-2910,Bacteria,7,54,3829,793084,2398,28,169,14282
SAT-1582,Bacteria,0,30,0,454537,1458,7,76,3638
SAT-133,Bacteria,2,44,973,581760,1962,22,92,11448
SAT-1358,Bacteria,6,52,4133,626957,1870,47,116,22640
SAT-230,Bacteria,11,105,6170,1435559,4454,105,276,60169
SAT-3021,Bacteria,17,87,10884,939184,2735,73,149,46041
SAT-149,Bacteria,21,102,12921,853258,2582,98,177,59703
SAT-61,Bacteria,14,77,9071,891745,2766,65,158,42400
SAT-1585,Bacteria,22,60,14856,541951,1507,28,67,12962
SAT-134,Bacteria,12,71,5280,724050,2241,67,155,38382
SAT-7,Bacteria,15,92,7222,1041010,3321,117,236,66124
SAT-205,Archaea,0,19,0,543711,1443,9,73,6961
SAT-1367,Bacteria,6,71,2759,726475,2223,17,110,6451
SAT-24,Bacteria,1,23,941,419742,1265,15,78,10080
SAT-106,Bacteria,25,122,16318,990651,3117,87,174,57575
SAT-1553,Archaea,0,24,0,506127,1398,11,89,8636
SAT-1331,Bacteria,2,54,1064,562586,1726,10,96,4476
SAT-1346,Bacteria,1,31,487,452101,1458,7,82,3175
SAT-3048,Bacteria,0,19,0,245318,865,7,40,2566
SAT-150,Bacteria,35,112,26300,1148496,3445,125,224,64202
SAT-127,Bacteria,2,37,1261,625091,1952,11,114,5659
SAT-1475,Bacteria,2,49,954,550649,1772,12,94,6119
SAT-1309,Bacteria,9,86,4823,964269,3052,105,216,61211
SAT-115,Bacteria,12,102,5858,1168393,3659,100,229,61433
SAT-162,Bacteria,11,98,5993,1474099,4558,40,218,27960
SAT-40,Bacteria,22,113,12929,1173022,3598,84,197,50961
SAT-37,Bacteria,17,109,6941,1095285,3526,41,171,15870
SAT-168,Bacteria,14,57,8926,530809,1563,34,100,20278
SAT-152,Bacteria,8,49,6374,497256,1353,31,86,23142
SAT-94,Archaea,1,22,777,533056,1446,9,71,5698
SAT-1507,Bacteria,3,82,1391,1077195,3400,17,222,6554
SAT-1344,Bacteria,13,70,7893,1048830,3498,35,230,19761
SAT-226,Bacteria,12,55,6204,483744,1484,42,103,21971
SAT-1339,Bacteria,8,68,4236,631428,1843,81,137,42660
SAT-117,Bacteria,53,134,30828,1206461,3446,138,240,89090
SAT-42,Bacteria,10,79,10940,1099857,3451,33,179,14567
SAT-35,Bacteria,15,108,8473,1123376,3252,122,223,68176
SAT-63,Bacteria,20,104,11172,1074117,3403,35,139,19692
SAT-141,Bacteria,16,100,11580,1548820,4518,105,196,77435
SAT-87,Bacteria,165,305,116035,2265215,6253,101,269,53284
SAT-69,Bacteria,37,122,20779,1127161,3447,107,236,64503
SAT-5,Bacteria,17,93,8360,1101010,3538,46,174,19990
SAT-179,Bacteria,13,73,7180,1222526,3701,70,174,38852
SAT-51,Bacteria,112,250,71384,1534069,4357,161,273,118609
SAT-197,Bacteria,26,58,16142,375417,1088,3,41,1054
SAT-26,Bacteria,12,92,5290,833066,2622,37,135,17437
SAT-104,Bacteria,18,103,10903,871557,2676,91,183,56080
SAT-200,Bacteria,8,55,5994,627934,1887,69,146,36762
SAT-1451,Bacteria,15,106,10195,1438511,4236,58,213,38079
SAT-56,Bacteria,34,112,23675,1079324,3009,49,125,33413
SAT-109,Bacteria,22,143,10827,1395274,4246,42,192,20499
SAT-103,Bacteria,12,58,7695,579138,1616,37,115,25526
SAT-1610,Bacteria,23,90,17494,1101916,3251,35,132,20935
SAT-8,Bacteria,25,125,9625,1110137,3550,41,180,15439
SAT-64,Bacteria,20,116,9481,1113122,3392,37,172,14330
SAT-13,Bacteria,0,27,0,442506,1375,5,68,2051
SAT-19,Bacteria,57,138,35411,1275076,3934,159,267,100759
SAT-2,Bacteria,1,57,432,740575,2271,15,147,6253
SAT-131,Bacteria,10,38,5788,366442,1126,35,78,20593
SAT-213,Bacteria,0,29,0,542887,1689,7,106,3631
SAT-1448,Bacteria,1,30,824,532091,1710,8,103,3148
SAT-110,Bacteria,13,90,6394,969629,3043,25,140,9819
SAT-189,Bacteria,16,104,8494,1105644,3137,119,213,66814
SAT-38,Archaea,2,26,1448,603398,1565,8,76,7228
SAT-183,Bacteria,15,120,6920,1064334,3495,38,157,16374
SAT-2755,Bacteria,5,79,2319,977911,3048,20,166,9199
SAT-1609,Bacteria,6,68,3686,851345,2681,18,135,7224
SAT-221,Bacteria,0,40,0,448793,1427,6,77,3037
SAT-93,Bacteria,25,106,13944,1127571,3467,60,186,31979
SAT-122,Archaea,0,30,0,605233,1601,5,78,3460
SAT-155,Bacteria,5,129,2586,1072565,3304,28,109,19749
SAT-128,Bacteria,12,134,9048,1555113,4736,35,201,21099
SAT-99,Bacteria,11,97,7870,1389523,4020,100,219,71497
SAT-77,Bacteria,3,40,1725,496665,1462,32,89,22675
SAT-1607,Bacteria,1,29,439,365491,1194,8,55,4363
SAT-225,Bacteria,37,63,32384,794588,2044,53,114,29115
SAT-73,Bacteria,7,92,3987,1101881,3451,31,167,14260
SAT-1403,Bacteria,4,40,1756,450217,1475,7,65,3070
SAT-79,Bacteria,6,54,3390,902828,2832,53,123,25683
SAT-97,Bacteria,12,95,5321,1256212,3867,54,204,26870
SAT-126,Bacteria,4,102,2063,1109628,3581,23,179,10882
SAT-217,Bacteria,8,63,2959,801662,2432,29,114,12943
SAT-1391,Bacteria,12,66,8779,769032,2267,89,166,45371
SAT-1308,Bacteria,13,122,6087,1242801,3843,35,186,15164
SAT-2787,Bacteria,2,54,1110,530803,1532,12,68,5670
SAT-2619,Bacteria,1,29,936,388944,1162,17,82,13086
SAT-1446,Bacteria,1,23,464,336546,1047,11,47,6266
SAT-1431,Bacteria,1,34,454,524633,1543,15,65,7079
SAT-1329,Archaea,1,21,837,519392,1371,5,65,5800
SAT-135,Bacteria,4,38,2190,488491,1341,47,102,33336
SAT-142,Bacteria,0,32,0,578321,1846,6,98,3335
SAT-6,Bacteria,10,99,4907,921980,2915,39,132,16010
SAT-1517,Bacteria,2,37,937,798901,2763,9,175,4289
SAT-60,Bacteria,12,86,6198,980433,3040,43,156,18380
SAT-17,Bacteria,5,55,2356,676465,2075,51,130,25492
SAT-1366,Bacteria,7,47,4277,621937,1770,93,162,53738
SAT-1388,Bacteria,4,37,2123,507127,1390,43,103,31405
SAT-107,Bacteria,31,91,19007,790614,2245,60,154,38177
SAT-25,Bacteria,10,88,5062,840803,2568,66,146,37178
SAT-194,Bacteria,16,91,8049,1025325,3247,132,273,78682
SAT-52,Bacteria,21,129,11170,1334210,4097,49,218,28934
SAT-28,Bacteria,12,134,5487,1378894,4400,47,192,19195
SAT-177,Bacteria,4,66,1988,766004,2407,15,164,7112
SAT-55,Bacteria,20,142,11263,1546634,4984,48,243,23544
SAT-22,Bacteria,37,118,19605,1069543,3455,124,235,74648
SAT-1,Bacteria,15,90,8006,977396,3010,49,165,23139
SAT-145,Archaea,1,26,907,577602,1530,7,79,4974
SAT-132,Bacteria,19,58,15175,623108,1713,37,99,24591
SAT-83,Bacteria,7,77,4444,833859,2668,68,148,35537
SAT-1510,Archaea,0,27,0,492275,1382,5,76,3907
SAT-2911,Bacteria,3,58,1696,614178,1871,10,97,4818
SAT-10,Bacteria,18,102,12673,1358454,3895,55,193,34672
SAT-67,Bacteria,12,87,10533,868685,2664,93,174,59299
SAT-138,Bacteria,2,35,1296,456923,1334,43,100,29776
SAT-1359,Bacteria,2,26,714,545657,1686,7,103,2720
SAT-1613,Bacteria,2,43,1073,742629,2330,11,122,4768
SAT-46,Bacteria,11,138,10700,1086819,3479,22,165,9798
SAT-180,Bacteria,6,63,3341,1143883,3688,58,155,25654
SAT-31,Bacteria,14,119,6286,1253153,3732,91,217,54810
