gene_callers_id,contig,start,stop,direction,partial,call_type,integron,ocean,annotation,category_accession,COG_category
120714,ARS-120_MHASMcontig_402458,28292,28946,r,0,1,CALIN,ARS,protein,K!!!L,Transcription
120714,ARS-120_MHASMcontig_402458,28292,28946,r,0,1,CALIN,ARS,protein,K!!!L,"Replication, recombination and repair"
120715,ARS-120_MHASMcontig_402458,29184,29724,r,0,1,CALIN,ARS,protein,nan,nan
120716,ARS-120_MHASMcontig_402458,29901,30126,f,0,1,CALIN,ARS,protein,V,Defense mechanisms
120717,ARS-120_MHASMcontig_402458,30122,30464,f,0,1,CALIN,ARS,protein,R,General function prediction only
120718,ARS-120_MHASMcontig_402458,30604,31603,r,0,1,CALIN,ARS,protein,V,Defense mechanisms
120719,ARS-120_MHASMcontig_402458,31972,32248,r,0,1,CALIN,ARS,protein,V,Defense mechanisms
120720,ARS-120_MHASMcontig_402458,32490,32868,r,0,1,CALIN,ARS,protein,nan,nan
123040,ARS-120_MHASMcontig_444418,153,837,r,0,1,complete,ARS,protein,nan,nan
123053,ARS-120_MHASMcontig_444418,16209,16863,f,1,1,complete,ARS,protein,V,Defense mechanisms
130283,ARS-112_49089,42878,43538,f,0,1,CALIN,ARS,protein,nan,nan
130284,ARS-112_49089,43634,45524,f,0,1,CALIN,ARS,protein,L,"Replication, recombination and repair"
130285,ARS-112_49089,45946,46978,f,0,1,CALIN,ARS,protein,nan,nan
130286,ARS-112_49089,47091,49086,f,0,1,CALIN,ARS,protein,K!!!N!!!W,Transcription
130286,ARS-112_49089,47091,49086,f,0,1,CALIN,ARS,protein,K!!!N!!!W,Cell motility
130286,ARS-112_49089,47091,49086,f,0,1,CALIN,ARS,protein,K!!!N!!!W,Extracellular structures
130287,ARS-112_49089,49181,50126,f,0,1,CALIN,ARS,protein,nan,nan
130550,ARS-112_56321,193258,194188,f,0,1,CALIN,ARS,protein,nan,nan
130551,ARS-112_56321,194210,194732,f,0,1,CALIN,ARS,protein,nan,nan
130552,ARS-112_56321,194893,195175,f,0,1,CALIN,ARS,protein,V,Defense mechanisms
130553,ARS-112_56321,195185,195482,f,0,1,CALIN,ARS,protein,V,Defense mechanisms
130554,ARS-112_56321,195587,195872,f,0,1,CALIN,ARS,protein,nan,nan
131137,ARS-112_57442,177820,178192,f,0,1,CALIN,ARS,protein,nan,nan
131138,ARS-112_57442,178279,178945,f,0,1,CALIN,ARS,protein,nan,nan
131139,ARS-112_57442,179026,179644,f,0,1,CALIN,ARS,protein,nan,nan
131140,ARS-112_57442,179764,179983,f,0,1,CALIN,ARS,protein,nan,nan
131141,ARS-112_57442,180056,180575,f,0,1,CALIN,ARS,protein,nan,nan
131142,ARS-112_57442,180674,181364,f,0,1,CALIN,ARS,protein,nan,nan
131143,ARS-112_57442,181456,182185,f,0,1,CALIN,ARS,protein,nan,nan
131144,ARS-112_57442,182267,183407,f,0,1,CALIN,ARS,protein,S,Function unknown
131145,ARS-112_57442,183482,184460,f,0,1,CALIN,ARS,protein,nan,nan
131146,ARS-112_57442,184449,185688,f,0,1,CALIN,ARS,protein,nan,nan
131147,ARS-112_57442,185756,186770,f,0,1,CALIN,ARS,protein,V,Defense mechanisms
131148,ARS-112_57442,187476,188112,f,0,1,CALIN,ARS,protein,L,"Replication, recombination and repair"
168737,ARS-71_MHASMcontig_514205,20536,22087,r,0,1,CALIN,ARS,protein,T,Signal transduction mechanisms
168738,ARS-71_MHASMcontig_514205,22559,23618,f,0,1,CALIN,ARS,protein,O,"Posttranslational modification, protein turnover, chaperones"
168739,ARS-71_MHASMcontig_514205,23726,25457,f,0,1,CALIN,ARS,protein,L,"Replication, recombination and repair"
188466,ARS-7_71584,51712,52357,r,0,1,CALIN,ARS,protein,nan,nan
188467,ARS-7_71584,52590,52971,r,0,1,CALIN,ARS,protein,E,Amino acid transport and metabolism
195035,ARS-66_MHASMcontig_430583,338,533,r,0,1,complete,ARS,protein,nan,nan
195036,ARS-66_MHASMcontig_430583,771,1068,r,0,1,complete,ARS,protein,nan,nan
27316,CPC-62_MHASMcontig_14167,1523,2345,f,0,1,CALIN,CPC,protein,nan,nan
27317,CPC-62_MHASMcontig_14167,2414,3149,f,0,1,CALIN,CPC,protein,nan,nan
27318,CPC-62_MHASMcontig_14167,3248,3548,f,0,1,CALIN,CPC,protein,nan,nan
27319,CPC-62_MHASMcontig_14167,3699,4284,f,0,1,CALIN,CPC,protein,nan,nan
27320,CPC-62_MHASMcontig_14167,4390,4969,f,0,1,CALIN,CPC,protein,nan,nan
27321,CPC-62_MHASMcontig_14167,5121,5451,r,0,1,CALIN,CPC,protein,nan,nan
32859,CPC-17_11926,336694,337180,r,0,1,complete,CPC,protein,L,"Replication, recombination and repair"
32860,CPC-17_11926,337432,337675,f,0,1,complete,CPC,protein,nan,nan
32861,CPC-17_11926,337751,338414,f,0,1,complete,CPC,protein,nan,nan
32862,CPC-17_11926,338545,339145,f,0,1,complete,CPC,protein,nan,nan
32943,CPC-17_30501,850,2419,r,0,1,complete,CPC,protein,X,"Mobilome: prophages, transposons"
32944,CPC-17_30501,2607,2967,r,0,1,complete,CPC,protein,nan,nan
32945,CPC-17_30501,3082,3448,r,0,1,complete,CPC,protein,nan,nan
32946,CPC-17_30501,3529,4024,r,0,1,complete,CPC,protein,R,General function prediction only
32947,CPC-17_30501,4115,5612,r,0,1,complete,CPC,protein,T,Signal transduction mechanisms
32948,CPC-17_30501,5899,6385,f,0,1,complete,CPC,protein,L,"Replication, recombination and repair"
47043,CPC-8_93983,34675,35392,f,0,1,CALIN,CPC,protein,nan,nan
47044,CPC-8_93983,35514,36393,f,0,1,CALIN,CPC,protein,nan,nan
47045,CPC-8_93983,36392,36899,f,0,1,CALIN,CPC,protein,nan,nan
47046,CPC-8_93983,36933,37194,f,0,1,CALIN,CPC,protein,nan,nan
47047,CPC-8_93983,37260,37665,f,0,1,CALIN,CPC,protein,nan,nan
47049,CPC-8_93983,38242,38836,f,0,1,CALIN,CPC,protein,nan,nan
47050,CPC-8_93983,38934,39282,f,0,1,CALIN,CPC,protein,nan,nan
47053,CPC-8_93983,41088,41400,f,0,1,CALIN,CPC,protein,S,Function unknown
47054,CPC-8_93983,41392,41680,f,0,1,CALIN,CPC,protein,K,Transcription
49647,CPC-8_MHASMcontig_742984,205,625,r,0,1,complete,CPC,protein,S,Function unknown
55795,CPC-34_MHASMcontig_743357,54810,55440,r,0,1,complete,CPC,protein,nan,nan
55796,CPC-34_MHASMcontig_743357,55558,56074,r,0,1,complete,CPC,protein,nan,nan
55797,CPC-34_MHASMcontig_743357,56183,57542,r,0,1,complete,CPC,protein,nan,nan
55798,CPC-34_MHASMcontig_743357,57642,58047,r,0,1,complete,CPC,protein,nan,nan
55799,CPC-34_MHASMcontig_743357,58193,58721,r,0,1,complete,CPC,protein,nan,nan
55800,CPC-34_MHASMcontig_743357,59167,59923,r,0,1,complete,CPC,protein,nan,nan
55801,CPC-34_MHASMcontig_743357,60093,60525,r,0,1,complete,CPC,protein,nan,nan
55806,CPC-34_MHASMcontig_743357,63865,64297,f,0,1,complete,CPC,protein,nan,nan
55807,CPC-34_MHASMcontig_743357,64467,65223,f,0,1,complete,CPC,protein,nan,nan
55808,CPC-34_MHASMcontig_743357,65669,66197,f,0,1,complete,CPC,protein,nan,nan
55809,CPC-34_MHASMcontig_743357,66343,66748,f,0,1,complete,CPC,protein,nan,nan
55810,CPC-34_MHASMcontig_743357,66848,68207,f,0,1,complete,CPC,protein,nan,nan
55811,CPC-34_MHASMcontig_743357,68316,68832,f,0,1,complete,CPC,protein,nan,nan
55812,CPC-34_MHASMcontig_743357,68950,69580,f,0,1,complete,CPC,protein,nan,nan
70369,CPC-48_MHASMcontig_120922,444,1467,f,0,1,CALIN,CPC,protein,R,General function prediction only
70370,CPC-48_MHASMcontig_120922,1550,1946,f,0,1,CALIN,CPC,protein,nan,nan
70371,CPC-48_MHASMcontig_120922,2075,2474,f,0,1,CALIN,CPC,protein,nan,nan
70372,CPC-48_MHASMcontig_120922,2582,3281,f,0,1,CALIN,CPC,protein,M,Cell wall/membrane/envelope biogenesis
70373,CPC-48_MHASMcontig_120922,3781,4324,f,0,1,CALIN,CPC,protein,Q,"Secondary metabolites biosynthesis, transport and catabolism"
70374,CPC-48_MHASMcontig_120922,4411,4798,f,0,1,CALIN,CPC,protein,Q,"Secondary metabolites biosynthesis, transport and catabolism"
70375,CPC-48_MHASMcontig_120922,4953,5427,f,0,1,CALIN,CPC,protein,J!!!O,"Translation, ribosomal structure and biogenesis"
70375,CPC-48_MHASMcontig_120922,4953,5427,f,0,1,CALIN,CPC,protein,J!!!O,"Posttranslational modification, protein turnover, chaperones"
70376,CPC-48_MHASMcontig_120922,5561,5750,r,0,1,CALIN,CPC,protein,nan,nan
70544,CPC-33_144,1438,2314,r,0,1,CALIN,CPC,protein,nan,nan
70545,CPC-33_144,2414,2969,r,0,1,CALIN,CPC,protein,nan,nan
70546,CPC-33_144,3042,4659,r,0,1,CALIN,CPC,protein,L,"Replication, recombination and repair"
70575,CPC-33_90996,1940,2819,f,0,1,CALIN,CPC,protein,nan,nan
70576,CPC-33_90996,2823,3426,f,0,1,CALIN,CPC,protein,I,Lipid transport and metabolism
70577,CPC-33_90996,3422,4070,f,0,1,CALIN,CPC,protein,nan,nan
71442,CPC-33_93467,33155,33953,f,0,1,CALIN,CPC,protein,M,Cell wall/membrane/envelope biogenesis
71443,CPC-33_93467,34352,34685,f,0,1,CALIN,CPC,protein,nan,nan
71444,CPC-33_93467,34800,35196,f,0,1,CALIN,CPC,protein,nan,nan
71445,CPC-33_93467,35287,35719,f,0,1,CALIN,CPC,protein,J,"Translation, ribosomal structure and biogenesis"
71446,CPC-33_93467,35822,36191,f,0,1,CALIN,CPC,protein,nan,nan
71447,CPC-33_93467,36162,36288,f,0,1,CALIN,CPC,protein,nan,nan
71448,CPC-33_93467,36290,36770,f,0,1,CALIN,CPC,protein,nan,nan
71449,CPC-33_93467,36930,37212,f,0,1,CALIN,CPC,protein,V,Defense mechanisms
71592,CPC-33_93899,1647,2181,f,0,1,CALIN,CPC,protein,nan,nan
71593,CPC-33_93899,2399,2816,f,0,1,CALIN,CPC,protein,nan,nan
71594,CPC-33_93899,2950,3253,f,0,1,CALIN,CPC,protein,C,Energy production and conversion
71595,CPC-33_93899,3366,3828,f,0,1,CALIN,CPC,protein,nan,nan
71667,CPC-33_94091,5361,6783,r,0,1,CALIN,CPC,protein,R,General function prediction only
71668,CPC-33_94091,6779,7607,r,0,1,CALIN,CPC,protein,C,Energy production and conversion
71669,CPC-33_94091,7548,8940,r,1,1,CALIN,CPC,protein,S,Function unknown
72932,CPC-6_91494,7901,8729,f,0,1,CALIN,CPC,protein,M,Cell wall/membrane/envelope biogenesis
72933,CPC-6_91494,8961,10095,r,0,1,CALIN,CPC,protein,R,General function prediction only
72934,CPC-6_91494,10199,11276,r,0,1,CALIN,CPC,protein,nan,nan
73258,CPC-6_92276,794,1838,r,0,1,CALIN,CPC,protein,X,"Mobilome: prophages, transposons"
73259,CPC-6_92276,2025,2352,f,0,1,CALIN,CPC,protein,nan,nan
78132,CPC-16_24677,176,767,f,0,1,CALIN,CPC,protein,nan,nan
78133,CPC-16_24677,836,1271,f,0,1,CALIN,CPC,protein,nan,nan
78134,CPC-16_24677,1451,1835,f,0,1,CALIN,CPC,protein,nan,nan
78135,CPC-16_24677,1955,2246,f,0,1,CALIN,CPC,protein,nan,nan
78136,CPC-16_24677,2316,2784,f,0,1,CALIN,CPC,protein,X,"Mobilome: prophages, transposons"
78137,CPC-16_24677,2819,3257,f,0,1,CALIN,CPC,protein,nan,nan
78138,CPC-16_24677,3253,4615,r,0,1,CALIN,CPC,protein,X,"Mobilome: prophages, transposons"
78139,CPC-16_24677,4618,7843,r,0,1,CALIN,CPC,protein,V,Defense mechanisms
78169,CPC-16_25153,14818,14968,r,0,1,CALIN,CPC,protein,R,General function prediction only
78170,CPC-16_25153,15178,15271,r,0,1,CALIN,CPC,protein,nan,nan
78171,CPC-16_25153,15597,16284,r,0,1,CALIN,CPC,protein,K,Transcription
78172,CPC-16_25153,16301,16469,r,0,1,CALIN,CPC,protein,nan,nan
78173,CPC-16_25153,16539,18045,r,0,1,CALIN,CPC,protein,nan,nan
78174,CPC-16_25153,18111,18408,r,0,1,CALIN,CPC,protein,X,"Mobilome: prophages, transposons"
78175,CPC-16_25153,18394,18652,r,0,1,CALIN,CPC,protein,nan,nan
78176,CPC-16_25153,18722,18881,r,0,1,CALIN,CPC,protein,nan,nan
78177,CPC-16_25153,18884,19073,r,0,1,CALIN,CPC,protein,nan,nan
78178,CPC-16_25153,19260,20985,r,0,1,CALIN,CPC,protein,V,Defense mechanisms
78179,CPC-16_25153,21123,21684,r,0,1,CALIN,CPC,protein,nan,nan
87174,CPC-11_118333,60545,60746,f,0,1,CALIN,CPC,protein,nan,nan
87175,CPC-11_118333,60861,61479,r,0,1,CALIN,CPC,protein,nan,nan
87176,CPC-11_118333,61604,63284,r,0,1,CALIN,CPC,protein,L,"Replication, recombination and repair"
87177,CPC-11_118333,63377,64235,r,0,1,CALIN,CPC,protein,R!!!R,General function prediction only
87177,CPC-11_118333,63377,64235,r,0,1,CALIN,CPC,protein,R!!!R,General function prediction only
87795,CPC-64_21130,38263,38701,f,0,1,CALIN,CPC,protein,nan,nan
87796,CPC-64_21130,38771,39401,f,0,1,CALIN,CPC,protein,nan,nan
87797,CPC-64_21130,39418,40009,f,0,1,CALIN,CPC,protein,nan,nan
87817,CPC-64_21257,9550,10300,f,0,1,CALIN,CPC,protein,nan,nan
87818,CPC-64_21257,10384,10843,f,0,1,CALIN,CPC,protein,nan,nan
87819,CPC-64_21257,10913,11354,f,1,1,CALIN,CPC,protein,L,"Replication, recombination and repair"
91590,CPC-80_8533,13772,14096,f,0,1,complete,CPC,protein,nan,nan
91591,CPC-80_8533,14655,16191,f,0,1,complete,CPC,protein,T,Signal transduction mechanisms
91592,CPC-80_8533,16382,16943,f,0,1,complete,CPC,protein,V,Defense mechanisms
91593,CPC-80_8533,17037,17628,f,0,1,complete,CPC,protein,nan,nan
91594,CPC-80_8533,17723,19322,f,1,1,complete,CPC,protein,nan,nan
145377,CPC-309_MHASMcontig_91883,6419,6524,f,1,1,CALIN,CPC,protein,nan,nan
145541,CPC-309_MHASMcontig_95280,56808,57438,r,0,1,complete,CPC,protein,nan,nan
145542,CPC-309_MHASMcontig_95280,57573,58560,r,0,1,complete,CPC,protein,nan,nan
145543,CPC-309_MHASMcontig_95280,58634,59387,r,0,1,complete,CPC,protein,H,Coenzyme transport and metabolism
145544,CPC-309_MHASMcontig_95280,59390,59939,r,0,1,complete,CPC,protein,R,General function prediction only
145545,CPC-309_MHASMcontig_95280,60006,60858,r,0,1,complete,CPC,protein,K,Transcription
151572,CPC-72_MHASMcontig_975499,398,779,f,0,1,complete,CPC,protein,nan,nan
151573,CPC-72_MHASMcontig_975499,764,1355,r,0,1,complete,CPC,protein,nan,nan
151574,CPC-72_MHASMcontig_975499,1444,2350,r,0,1,complete,CPC,protein,S,Function unknown
151630,CPC-72_MHASMcontig_977432,33143,33953,r,0,1,CALIN,CPC,protein,L,"Replication, recombination and repair"
151631,CPC-72_MHASMcontig_977432,34403,35585,r,0,1,CALIN,CPC,protein,L,"Replication, recombination and repair"
152153,CPC-72_MHASMcontig_994183,102877,103498,f,0,1,CALIN,CPC,protein,E,Amino acid transport and metabolism
172150,CPC-95_87575,263,773,f,0,1,CALIN,CPC,protein,nan,nan
172151,CPC-95_87575,888,1161,f,0,1,CALIN,CPC,protein,nan,nan
173110,CPC-95_89100,89137,89473,f,0,1,CALIN,CPC,protein,nan,nan
173111,CPC-95_89100,89568,89784,f,0,1,CALIN,CPC,protein,nan,nan
173326,CPC-95_89110,98690,99074,f,0,1,CALIN,CPC,protein,K,Transcription
174118,CPC-95_90427,88835,89615,f,0,1,CALIN,CPC,protein,nan,nan
174119,CPC-95_90427,89685,90180,f,0,1,CALIN,CPC,protein,nan,nan
174120,CPC-95_90427,90224,90761,f,0,1,CALIN,CPC,protein,nan,nan
174121,CPC-95_90427,90857,91361,f,0,1,CALIN,CPC,protein,nan,nan
174288,CPC-95_90777,19676,20378,r,0,1,CALIN,CPC,protein,I,Lipid transport and metabolism
174290,CPC-95_90777,21394,22282,r,0,1,CALIN,CPC,protein,P,Inorganic ion transport and metabolism
174435,CPC-95_90777,184486,185311,f,0,1,complete,CPC,protein,H!!!R,Coenzyme transport and metabolism
174435,CPC-95_90777,184486,185311,f,0,1,complete,CPC,protein,H!!!R,General function prediction only
181688,CPC-327_4478,40063,40558,r,0,1,CALIN,CPC,protein,E,Amino acid transport and metabolism
181689,CPC-327_4478,40636,41155,r,0,1,CALIN,CPC,protein,nan,nan
181690,CPC-327_4478,41464,41710,r,0,1,CALIN,CPC,protein,S,Function unknown
181691,CPC-327_4478,41724,41901,r,0,1,CALIN,CPC,protein,nan,nan
181692,CPC-327_4478,41848,42262,r,0,1,CALIN,CPC,protein,S,Function unknown
181693,CPC-327_4478,42398,42836,r,0,1,CALIN,CPC,protein,J,"Translation, ribosomal structure and biogenesis"
181694,CPC-327_4478,43125,43320,r,0,1,CALIN,CPC,protein,nan,nan
181695,CPC-327_4478,43401,43497,f,0,1,CALIN,CPC,protein,nan,nan
181696,CPC-327_4478,43470,43770,r,0,1,CALIN,CPC,protein,nan,nan
183918,CPC-327_MHASMcontig_547286,1098,1566,f,0,1,CALIN,CPC,protein,nan,nan
183919,CPC-327_MHASMcontig_547286,1663,2071,r,0,1,CALIN,CPC,protein,nan,nan
183920,CPC-327_MHASMcontig_547286,2136,2925,r,0,1,CALIN,CPC,protein,J,"Translation, ribosomal structure and biogenesis"
186748,CPC-12_118202,141617,141911,f,0,1,CALIN,CPC,protein,H,Coenzyme transport and metabolism
186749,CPC-12_118202,142045,142381,f,0,1,CALIN,CPC,protein,nan,nan
186750,CPC-12_118202,142463,142718,r,0,1,CALIN,CPC,protein,V,Defense mechanisms
186751,CPC-12_118202,142714,142966,r,0,1,CALIN,CPC,protein,V,Defense mechanisms
186752,CPC-12_118202,143109,143310,f,0,1,CALIN,CPC,protein,nan,nan
186753,CPC-12_118202,143569,144562,f,0,1,CALIN,CPC,protein,I,Lipid transport and metabolism
186755,CPC-12_118202,145243,146083,f,0,1,CALIN,CPC,protein,O,"Posttranslational modification, protein turnover, chaperones"
187810,CPC-12_MHASMcontig_1043827,33472,33820,r,0,1,complete,CPC,protein,V,Defense mechanisms
191741,CPC-69_MHASMcontig_743989,16302,16581,r,0,1,CALIN,CPC,protein,V,Defense mechanisms
191742,CPC-69_MHASMcontig_743989,16749,17043,r,0,1,CALIN,CPC,protein,nan,nan
191743,CPC-69_MHASMcontig_743989,17060,17864,r,0,1,CALIN,CPC,protein,L,"Replication, recombination and repair"
191744,CPC-69_MHASMcontig_743989,17919,18681,r,0,1,CALIN,CPC,protein,nan,nan
211085,CPC-79_MHASMcontig_267549,698,1469,f,0,1,CALIN,CPC,protein,nan,nan
211086,CPC-79_MHASMcontig_267549,1938,2355,f,0,1,CALIN,CPC,protein,nan,nan
211087,CPC-79_MHASMcontig_267549,2620,2911,f,0,1,CALIN,CPC,protein,nan,nan
211088,CPC-79_MHASMcontig_267549,3086,3329,f,0,1,CALIN,CPC,protein,V,Defense mechanisms
222836,CPC-45_13884,333,822,r,0,1,complete,CPC,protein,nan,nan
222837,CPC-45_13884,939,1422,r,0,1,complete,CPC,protein,nan,nan
69930,RS-372_TaraRedSea_contig_83697,1769,4022,f,0,1,CALIN,RS,protein,nan,nan
69931,RS-372_TaraRedSea_contig_83697,4018,5080,r,1,1,CALIN,RS,protein,L,"Replication, recombination and repair"
196223,RS-342_TaraRedSea_contig_109223,397122,397611,f,0,1,CALIN,RS,protein,J,"Translation, ribosomal structure and biogenesis"
197888,RS-342_TaraRedSea_contig_159291,143057,143282,r,0,1,CALIN,RS,protein,nan,nan
197889,RS-342_TaraRedSea_contig_159291,143358,143550,r,0,1,CALIN,RS,protein,nan,nan
197890,RS-342_TaraRedSea_contig_159291,143624,144365,r,0,1,CALIN,RS,protein,L,"Replication, recombination and repair"
197891,RS-342_TaraRedSea_contig_159291,144406,145534,r,0,1,CALIN,RS,protein,L,"Replication, recombination and repair"
197892,RS-342_TaraRedSea_contig_159291,145537,145744,r,0,1,CALIN,RS,protein,nan,nan
197893,RS-342_TaraRedSea_contig_159291,145849,146077,r,0,1,CALIN,RS,protein,nan,nan
198359,RS-342_TaraRedSea_contig_194863,93,810,r,0,1,CALIN,RS,protein,nan,nan
198618,RS-342_TaraRedSea_contig_194863,276812,277361,r,0,1,CALIN,RS,protein,S,Function unknown
198620,RS-342_TaraRedSea_contig_194863,277489,277855,r,0,1,CALIN,RS,protein,R,General function prediction only
198621,RS-342_TaraRedSea_contig_194863,277959,278466,r,0,1,CALIN,RS,protein,S,Function unknown
198622,RS-342_TaraRedSea_contig_194863,278554,279406,r,0,1,CALIN,RS,protein,nan,nan
198802,RS-342_TaraRedSea_contig_207316,53810,54143,f,0,1,CALIN,RS,protein,nan,nan
198803,RS-342_TaraRedSea_contig_207316,54255,54918,r,0,1,CALIN,RS,protein,T,Signal transduction mechanisms
198804,RS-342_TaraRedSea_contig_207316,54943,55717,r,0,1,CALIN,RS,protein,I,Lipid transport and metabolism
198805,RS-342_TaraRedSea_contig_207316,55823,56165,f,0,1,CALIN,RS,protein,K,Transcription
5049,MED-803_123239,851,1136,r,0,1,CALIN,MED,protein,nan,nan
5050,MED-803_123239,1402,1687,f,0,1,CALIN,MED,protein,nan,nan
5051,MED-803_123239,1818,3069,f,0,1,CALIN,MED,protein,L,"Replication, recombination and repair"
9733,MED-878_MHASMcontig_979259,16264,17896,f,0,1,CALIN,MED,protein,E!!!H,Amino acid transport and metabolism
9733,MED-878_MHASMcontig_979259,16264,17896,f,0,1,CALIN,MED,protein,E!!!H,Coenzyme transport and metabolism
9734,MED-878_MHASMcontig_979259,17916,18519,f,0,1,CALIN,MED,protein,P,Inorganic ion transport and metabolism
9735,MED-878_MHASMcontig_979259,18557,19532,r,0,1,CALIN,MED,protein,G,Carbohydrate transport and metabolism
9736,MED-878_MHASMcontig_979259,19599,20688,r,0,1,CALIN,MED,protein,E,Amino acid transport and metabolism
9737,MED-878_MHASMcontig_979259,20684,21524,r,0,1,CALIN,MED,protein,E,Amino acid transport and metabolism
59377,MED-855_MHASMcontig_36995,12126,13023,r,0,1,CALIN,MED,protein,L,"Replication, recombination and repair"
59378,MED-855_MHASMcontig_36995,13219,13684,f,0,1,CALIN,MED,protein,nan,nan
60550,MED-668_MHASMcontig_6913,0,111,f,1,1,complete,MED,protein,nan,nan
61659,MED-668_MHASMcontig_40304,5895,8358,r,0,1,CALIN,MED,protein,Q,"Secondary metabolites biosynthesis, transport and catabolism"
61660,MED-668_MHASMcontig_40304,8801,9356,r,0,1,CALIN,MED,protein,V!!!I,Defense mechanisms
61660,MED-668_MHASMcontig_40304,8801,9356,r,0,1,CALIN,MED,protein,V!!!I,Lipid transport and metabolism
61661,MED-668_MHASMcontig_40304,9636,12123,f,0,1,CALIN,MED,protein,E,Amino acid transport and metabolism
86414,MED-592_MHASMcontig_588093,9754,13438,f,0,1,CALIN,MED,protein,U,"Intracellular trafficking, secretion, and vesicular transport"
86415,MED-592_MHASMcontig_588093,13458,14340,f,0,1,CALIN,MED,protein,O,"Posttranslational modification, protein turnover, chaperones"
86662,MED-592_34096,1046,1433,f,0,1,CALIN,MED,protein,R,General function prediction only
86663,MED-592_34096,1582,2017,f,0,1,CALIN,MED,protein,nan,nan
86664,MED-592_34096,2098,2479,f,0,1,CALIN,MED,protein,nan,nan
86665,MED-592_34096,2645,2933,f,0,1,CALIN,MED,protein,nan,nan
86666,MED-592_34096,3551,4994,f,0,1,CALIN,MED,protein,X,"Mobilome: prophages, transposons"
86731,MED-592_107888,13805,14177,f,0,1,complete,MED,protein,nan,nan
86732,MED-592_107888,14245,15601,r,0,1,complete,MED,protein,X,"Mobilome: prophages, transposons"
87341,MED-592_108506,2,374,f,1,1,CALIN,MED,protein,nan,nan
87342,MED-592_108506,506,1388,f,0,1,CALIN,MED,protein,M,Cell wall/membrane/envelope biogenesis
87343,MED-592_108506,1773,2865,r,0,1,CALIN,MED,protein,P,Inorganic ion transport and metabolism
