gene_callers_id,contig,start,stop,direction,partial,call_type,integron,ocean,accession,function
881399,c_80621,2,170,f,1,1,CALIN,ARS,I,Lipid transport and metabolism
881400,c_80621,262,961,f,0,1,CALIN,ARS,H,Coenzyme transport and metabolism
881401,c_80621,1131,1404,f,0,1,CALIN,ARS,R,General function prediction only
881402,c_80621,1595,2471,f,0,1,CALIN,ARS,E!!!H!!!J!!!Q,Amino acid transport and metabolism
881402,c_80621,1595,2471,f,0,1,CALIN,ARS,E!!!H!!!J!!!Q,Coenzyme transport and metabolism
881402,c_80621,1595,2471,f,0,1,CALIN,ARS,E!!!H!!!J!!!Q,"Translation, ribosomal structure and biogenesis"
881402,c_80621,1595,2471,f,0,1,CALIN,ARS,E!!!H!!!J!!!Q,"Secondary metabolites biosynthesis, transport and catabolism"
881403,c_80621,2548,2803,f,0,1,CALIN,ARS,J,"Translation, ribosomal structure and biogenesis"
881404,c_80621,2874,4344,r,0,1,CALIN,ARS,F!!!T,Nucleotide transport and metabolism
881404,c_80621,2874,4344,r,0,1,CALIN,ARS,F!!!T,Signal transduction mechanisms
881405,c_80621,4346,5540,r,1,1,CALIN,ARS,E,Amino acid transport and metabolism
885012,c_80946,7554,8334,r,1,1,CALIN,ARS,K,Transcription
890952,c_81418,37340,38276,r,0,1,complete,ARS,L,"Replication, recombination and repair"
906909,c_82777,4017,5670,f,0,1,CALIN,ARS,O,"Posttranslational modification, protein turnover, chaperones"
909151,c_82964,2791,5254,r,0,1,CALIN,ARS,P,Inorganic ion transport and metabolism
910836,c_83087,0,930,r,1,1,CALIN,ARS,V,Defense mechanisms
910838,c_83087,1928,3326,f,0,1,CALIN,ARS,D!!!H,"Cell cycle control, cell division, chromosome partitioning"
910838,c_83087,1928,3326,f,0,1,CALIN,ARS,D!!!H,Coenzyme transport and metabolism
910839,c_83087,3338,5483,f,0,1,CALIN,ARS,V,Defense mechanisms
911796,c_83156,352,1345,f,0,1,In0,ARS,L,"Replication, recombination and repair"
914471,c_83363,3772,4936,f,0,1,CALIN,ARS,P,Inorganic ion transport and metabolism
914472,c_83363,4922,6299,r,0,1,CALIN,ARS,H,Coenzyme transport and metabolism
916034,c_83494,10772,11027,r,0,1,CALIN,ARS,V,Defense mechanisms
916036,c_83494,11498,11789,f,0,1,CALIN,ARS,V,Defense mechanisms
916039,c_83494,12986,13409,f,0,1,CALIN,ARS,R,General function prediction only
921797,c_83954,4561,5557,f,0,1,CALIN,ARS,X,"Mobilome: prophages, transposons"
925184,c_84252,711,1875,f,0,1,complete,ARS,I,Lipid transport and metabolism
925185,c_84252,1981,2914,r,0,1,complete,ARS,L,"Replication, recombination and repair"
995927,c_MHASMcontig_36223,575,1529,r,0,1,In0,ARS,L,"Replication, recombination and repair"
1007140,c_MHASMcontig_41798,1225,2230,f,0,1,CALIN,ARS,P,Inorganic ion transport and metabolism
1007141,c_MHASMcontig_41798,2332,3034,f,1,1,CALIN,ARS,F,Nucleotide transport and metabolism
1020406,c_MHASMcontig_48846,2789,4487,f,0,1,CALIN,ARS,J,"Translation, ribosomal structure and biogenesis"
1027665,c_MHASMcontig_52718,2,893,f,1,1,CALIN,ARS,M,Cell wall/membrane/envelope biogenesis
1027666,c_MHASMcontig_52718,898,1639,f,0,1,CALIN,ARS,L,"Replication, recombination and repair"
1027668,c_MHASMcontig_52718,1952,2270,f,0,1,CALIN,ARS,O,"Posttranslational modification, protein turnover, chaperones"
1059816,c_MHASMcontig_69764,696,1230,r,0,1,CALIN,ARS,M!!!R,Cell wall/membrane/envelope biogenesis
1059816,c_MHASMcontig_69764,696,1230,r,0,1,CALIN,ARS,M!!!R,General function prediction only
1059817,c_MHASMcontig_69764,1237,2200,r,0,1,CALIN,ARS,G!!!M!!!K,Carbohydrate transport and metabolism
1059817,c_MHASMcontig_69764,1237,2200,r,0,1,CALIN,ARS,G!!!M!!!K,Cell wall/membrane/envelope biogenesis
1059817,c_MHASMcontig_69764,1237,2200,r,0,1,CALIN,ARS,G!!!M!!!K,Transcription
1059818,c_MHASMcontig_69764,2202,2964,r,1,1,CALIN,ARS,P,Inorganic ion transport and metabolism
1076374,c_MHASMcontig_82331,2874,3597,f,0,1,CALIN,ARS,F,Nucleotide transport and metabolism
1076376,c_MHASMcontig_82331,3979,5662,r,0,1,CALIN,ARS,V,Defense mechanisms
1082776,c_MHASMcontig_87179,0,282,r,1,1,CALIN,ARS,P,Inorganic ion transport and metabolism
1082777,c_MHASMcontig_87179,742,2449,f,0,1,CALIN,ARS,P,Inorganic ion transport and metabolism
1102580,c_MHASMcontig_103075,2,182,r,1,1,CALIN,ARS,P,Inorganic ion transport and metabolism
1102583,c_MHASMcontig_103075,1027,1591,r,0,1,CALIN,ARS,R,General function prediction only
1102584,c_MHASMcontig_103075,1717,3271,r,0,1,CALIN,ARS,P,Inorganic ion transport and metabolism
1102585,c_MHASMcontig_103075,3322,3742,r,0,1,CALIN,ARS,P,Inorganic ion transport and metabolism
1139520,c_MHASMcontig_126279,575,1310,r,0,1,CALIN,ARS,C,Energy production and conversion
1139521,c_MHASMcontig_126279,1461,1884,r,0,1,CALIN,ARS,S,Function unknown
1149185,c_MHASMcontig_128692,2881,4126,r,0,1,CALIN,ARS,L!!!X,"Replication, recombination and repair"
1149185,c_MHASMcontig_128692,2881,4126,r,0,1,CALIN,ARS,L!!!X,"Mobilome: prophages, transposons"
1149186,c_MHASMcontig_128692,4457,5144,r,1,1,CALIN,ARS,J,"Translation, ribosomal structure and biogenesis"
1164610,c_MHASMcontig_132345,1590,1893,f,0,1,CALIN,ARS,X,"Mobilome: prophages, transposons"
1164611,c_MHASMcontig_132345,1901,3383,r,0,1,CALIN,ARS,Q,"Secondary metabolites biosynthesis, transport and catabolism"
1172807,c_MHASMcontig_134367,1812,2394,r,0,1,CALIN,ARS,C,Energy production and conversion
1174458,c_MHASMcontig_134751,3360,3876,f,0,1,CALIN,ARS,L,"Replication, recombination and repair"
1177316,c_MHASMcontig_135431,0,846,f,1,1,CALIN,ARS,X,"Mobilome: prophages, transposons"
1187066,c_MHASMcontig_137550,1611,2550,r,0,1,CALIN,ARS,E,Amino acid transport and metabolism
1187067,c_MHASMcontig_137550,2542,3316,r,0,1,CALIN,ARS,E,Amino acid transport and metabolism
1188127,c_MHASMcontig_137806,665,1406,r,0,1,complete,ARS,L,"Replication, recombination and repair"
1188130,c_MHASMcontig_137806,2535,2715,r,1,1,complete,ARS,L,"Replication, recombination and repair"
1194466,c_MHASMcontig_139223,3203,5069,f,0,1,CALIN,ARS,F,Nucleotide transport and metabolism
1207464,c_MHASMcontig_142245,8025,8874,f,0,1,In0,ARS,L,"Replication, recombination and repair"
1209135,c_MHASMcontig_142650,578,2144,f,1,1,CALIN,ARS,C,Energy production and conversion
1210098,c_MHASMcontig_142872,179,1307,r,0,1,CALIN,ARS,O,"Posttranslational modification, protein turnover, chaperones"
1228733,c_MHASMcontig_147457,0,2106,f,1,1,complete,ARS,F!!!F,Nucleotide transport and metabolism
1228733,c_MHASMcontig_147457,0,2106,f,1,1,complete,ARS,F!!!F,Nucleotide transport and metabolism
1228734,c_MHASMcontig_147457,2136,3195,f,0,1,complete,ARS,F,Nucleotide transport and metabolism
1228735,c_MHASMcontig_147457,3209,4169,r,0,1,complete,ARS,L,"Replication, recombination and repair"
1249107,c_MHASMcontig_152087,435,750,f,0,1,CALIN,ARS,V,Defense mechanisms
1249108,c_MHASMcontig_152087,911,2780,f,0,1,CALIN,ARS,U,"Intracellular trafficking, secretion, and vesicular transport"
1259754,c_MHASMcontig_154602,3649,4096,r,0,1,CALIN,ARS,R,General function prediction only
1259757,c_MHASMcontig_154602,4993,5722,r,0,1,CALIN,ARS,S,Function unknown
1262861,c_MHASMcontig_155409,1047,1329,f,0,1,CALIN,ARS,X,"Mobilome: prophages, transposons"
1262862,c_MHASMcontig_155409,1462,1765,f,0,1,CALIN,ARS,C,Energy production and conversion
1262866,c_MHASMcontig_155409,3018,3276,f,0,1,CALIN,ARS,V,Defense mechanisms
1262867,c_MHASMcontig_155409,3263,3566,f,0,1,CALIN,ARS,X,"Mobilome: prophages, transposons"
1262868,c_MHASMcontig_155409,3702,3972,f,0,1,CALIN,ARS,V,Defense mechanisms
1287938,c_MHASMcontig_161304,172,967,r,0,1,CALIN,ARS,N,Cell motility
1287939,c_MHASMcontig_161304,1019,1952,f,0,1,CALIN,ARS,T!!!T,Signal transduction mechanisms
1287939,c_MHASMcontig_161304,1019,1952,f,0,1,CALIN,ARS,T!!!T,Signal transduction mechanisms
1304060,c_MHASMcontig_165146,13250,13616,f,0,1,CALIN,ARS,U,"Intracellular trafficking, secretion, and vesicular transport"
1310256,c_MHASMcontig_166585,998,1244,f,0,1,CALIN,ARS,X,"Mobilome: prophages, transposons"
1310257,c_MHASMcontig_166585,1243,1561,f,0,1,CALIN,ARS,X,"Mobilome: prophages, transposons"
1310679,c_MHASMcontig_166707,1097,1523,r,0,1,CALIN,ARS,J,"Translation, ribosomal structure and biogenesis"
1312731,c_MHASMcontig_167130,2892,4854,r,0,1,CALIN,ARS,L,"Replication, recombination and repair"
1338909,c_MHASMcontig_173394,6529,7138,f,0,1,CALIN,ARS,L,"Replication, recombination and repair"
1346505,c_MHASMcontig_175259,2,224,r,1,1,complete,ARS,L,"Replication, recombination and repair"
1346506,c_MHASMcontig_175259,223,1642,r,0,1,complete,ARS,L,"Replication, recombination and repair"
1346507,c_MHASMcontig_175259,1651,2341,r,0,1,complete,ARS,S,Function unknown
1346508,c_MHASMcontig_175259,2469,2817,f,0,1,complete,ARS,H,Coenzyme transport and metabolism
1346509,c_MHASMcontig_175259,2862,3849,r,0,1,complete,ARS,L,"Replication, recombination and repair"
1348175,c_MHASMcontig_175616,37776,39591,r,0,1,CALIN,ARS,K!!!L!!!J,Transcription
1348175,c_MHASMcontig_175616,37776,39591,r,0,1,CALIN,ARS,K!!!L!!!J,"Replication, recombination and repair"
1348175,c_MHASMcontig_175616,37776,39591,r,0,1,CALIN,ARS,K!!!L!!!J,"Translation, ribosomal structure and biogenesis"
1396939,c_MHASMcontig_186957,1,997,f,1,1,CALIN,ARS,M!!!G!!!S,Cell wall/membrane/envelope biogenesis
1396939,c_MHASMcontig_186957,1,997,f,1,1,CALIN,ARS,M!!!G!!!S,Carbohydrate transport and metabolism
1396939,c_MHASMcontig_186957,1,997,f,1,1,CALIN,ARS,M!!!G!!!S,Function unknown
1409795,c_MHASMcontig_190195,1672,2479,f,0,1,CALIN,ARS,H!!!H,Coenzyme transport and metabolism
1409795,c_MHASMcontig_190195,1672,2479,f,0,1,CALIN,ARS,H!!!H,Coenzyme transport and metabolism
1409796,c_MHASMcontig_190195,2605,2956,f,0,1,CALIN,ARS,T,Signal transduction mechanisms
1423002,c_MHASMcontig_193330,1139,1985,f,0,1,CALIN,ARS,J!!!J,"Translation, ribosomal structure and biogenesis"
1423002,c_MHASMcontig_193330,1139,1985,f,0,1,CALIN,ARS,J!!!J,"Translation, ribosomal structure and biogenesis"
1423003,c_MHASMcontig_193330,2057,3644,f,1,1,CALIN,ARS,T,Signal transduction mechanisms
1455578,c_MHASMcontig_201050,57856,59731,r,0,1,CALIN,ARS,T,Signal transduction mechanisms
1455579,c_MHASMcontig_201050,60097,60715,f,0,1,CALIN,ARS,T!!!K,Signal transduction mechanisms
1455579,c_MHASMcontig_201050,60097,60715,f,0,1,CALIN,ARS,T!!!K,Transcription
1480394,c_MHASMcontig_206973,1378,2131,f,0,1,CALIN,ARS,L,"Replication, recombination and repair"
1487877,c_MHASMcontig_208733,0,1014,f,1,1,CALIN,ARS,M,Cell wall/membrane/envelope biogenesis
1487878,c_MHASMcontig_208733,1070,2024,f,1,1,CALIN,ARS,O,"Posttranslational modification, protein turnover, chaperones"
1504930,c_MHASMcontig_212756,277,1222,r,0,1,complete,ARS,L,"Replication, recombination and repair"
1512326,c_MHASMcontig_214490,1,1237,f,1,1,CALIN,ARS,E,Amino acid transport and metabolism
1512327,c_MHASMcontig_214490,1320,2442,f,0,1,CALIN,ARS,E,Amino acid transport and metabolism
1513978,c_MHASMcontig_214902,8518,9052,f,0,1,CALIN,ARS,C,Energy production and conversion
1513979,c_MHASMcontig_214902,9065,10607,f,0,1,CALIN,ARS,C,Energy production and conversion
1513980,c_MHASMcontig_214902,10655,11522,f,0,1,CALIN,ARS,C,Energy production and conversion
1516229,c_MHASMcontig_215341,2072,3101,f,0,1,CALIN,ARS,J,"Translation, ribosomal structure and biogenesis"
1522202,c_MHASMcontig_216637,222,1110,f,0,1,CALIN,ARS,L!!!T,"Replication, recombination and repair"
1522202,c_MHASMcontig_216637,222,1110,f,0,1,CALIN,ARS,L!!!T,Signal transduction mechanisms
1531549,c_MHASMcontig_218734,0,297,f,1,1,CALIN,ARS,K,Transcription
1531554,c_MHASMcontig_218734,2574,2832,f,0,1,CALIN,ARS,V,Defense mechanisms
1531555,c_MHASMcontig_218734,2819,3122,f,0,1,CALIN,ARS,X,"Mobilome: prophages, transposons"
1549892,c_MHASMcontig_223031,1476,1671,f,0,1,CALIN,ARS,K,Transcription
1552192,c_MHASMcontig_223557,173,803,f,0,1,CALIN,ARS,L,"Replication, recombination and repair"
1552195,c_MHASMcontig_223557,1390,2392,f,1,1,CALIN,ARS,L,"Replication, recombination and repair"
1567459,c_MHASMcontig_227222,1145,1397,r,0,1,CALIN,ARS,V,Defense mechanisms
1567461,c_MHASMcontig_227222,1954,2173,r,0,1,CALIN,ARS,V,Defense mechanisms
1570495,c_MHASMcontig_228019,2223,2913,f,0,1,CALIN,ARS,L,"Replication, recombination and repair"
1571285,c_MHASMcontig_228240,30,315,f,0,1,CALIN,ARS,C!!!R,Energy production and conversion
1571285,c_MHASMcontig_228240,30,315,f,0,1,CALIN,ARS,C!!!R,General function prediction only
1571286,c_MHASMcontig_228240,546,1263,r,0,1,CALIN,ARS,V,Defense mechanisms
1571287,c_MHASMcontig_228240,1586,2000,r,0,1,CALIN,ARS,R,General function prediction only
1571289,c_MHASMcontig_228240,2844,3735,r,0,1,CALIN,ARS,V,Defense mechanisms
1580713,c_MHASMcontig_230606,1522,2350,r,0,1,CALIN,ARS,I,Lipid transport and metabolism
1582463,c_MHASMcontig_231070,341,608,r,0,1,CALIN,ARS,V,Defense mechanisms
1582687,c_MHASMcontig_231132,2,278,r,1,1,CALIN,ARS,X,"Mobilome: prophages, transposons"
1582692,c_MHASMcontig_231132,2396,2762,r,0,1,CALIN,ARS,R,General function prediction only
