contig,ocean,gene_callers_id,is_integron,COG_accession,COG_category,pnps_ERR599100,pnps_ERR598958,pnps_ERR598955,pnps_ERR598983,pnps_ERR599170,pnps_ERR598963,pnps_ERR598964,pnps_ERR599003,pnps_ERR599136,pnps_ERR599001,pnps_ERR598985,pnps_ERR598996,pnps_ERR599095,pnps_ERR598944,pnps_ERR598976,pnps_ERR599047,pnps_ERR599029,pnps_ERR599123,pnps_ERR598968,pnps_ERR598986,pnps_ERR599166,pnps_ERR598950,pnps_ERR599078
c_MHASMcontig_105761,NAT,170429,non-integron,V,Defense mechanisms,,,,,,,,,,,0.08679450532918287,,,,,,,,,,,,
c_MHASMcontig_108828,NAT,177052,integron,,,,,,,,,,,,,0.04654832237564798,,,,,,,,,,,,
c_MHASMcontig_108971,NAT,177294,non-integron,V,Defense mechanisms,,,,,,,,,,,0.040762046845884914,,,,,,,,,,,,
c_MHASMcontig_108971,NAT,177295,integron,,,,,,,,,,,,,0.011560170799557812,,,,,,,,,,,,
c_MHASMcontig_108971,NAT,177296,integron,,,,,,,,,,,,,0.4214522545255592,,,,,,,,,,,,
c_MHASMcontig_108971,NAT,177299,integron,,,,,,,,,,,,,0.05165658234799419,,,,,,,,,,,,
c_MHASMcontig_108971,NAT,177300,integron,,,,,,,,,,,,,23.34961948147653,,,,,,,,,,,,
c_MHASMcontig_125792,NAT,212344,non-integron,I,Lipid transport and metabolism,,0.0025080126616056158,0.0,,,,,,,,0.006648750155380946,,,,,,,,,,,,
c_MHASMcontig_125792,NAT,212349,integron,,,,,,,,,,,,,0.17385250668011618,,,,,,,,,,,,
c_MHASMcontig_126835,NAT,214696,non-integron,C,Energy production and conversion,,,0.04429137998488266,0.04967276053783266,0.03837454153017364,0.06747145046569905,,,,,,0.021997868166211115,0.056103744022752915,,0.020713089536495838,,,,,0.04278450984762773,,,
c_MHASMcontig_135803,NAT,234152,integron,D!!!M,"Cell cycle control, cell division, chromosome partitioning!!!Cell wall/membrane/envelope biogenesis",,,0.04497753220994079,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_135803,NAT,234153,integron,I,Lipid transport and metabolism,,,0.03877356812159957,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_135803,NAT,234154,integron,L,"Replication, recombination and repair",,,0.06455534827227696,,,,,0.1138882534750486,,,,,0.06179104964960494,,,,,,,,,,
c_MHASMcontig_149523,NAT,263979,non-integron,R,General function prediction only,,,,,,,,,,,0.01573758163721394,,,,,,,,,,,,
c_MHASMcontig_149523,NAT,263980,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,0.011760731357093416,,,,,,,,,,,,
c_MHASMcontig_149523,NAT,263981,non-integron,,,,,,,,,,,,,0.1234337168523669,,,,,,,,,,,,
c_MHASMcontig_149523,NAT,263983,integron,X,"Mobilome: prophages, transposons",,,0.0277172308492008,,,,,,,,0.005618460140538082,,,,,,,,,,,,
c_MHASMcontig_153492,NAT,272438,non-integron,O,"Posttranslational modification, protein turnover, chaperones",0.1198389411897193,,0.1006225895583432,,,,,,0.13090803429377798,,,,,,,,0.1300787195673322,0.09100033793069116,,,,,
c_MHASMcontig_153492,NAT,272439,integron,,,0.3202473737716037,,,,,,,,0.3975537493403397,,,,,,,,0.4365659842812256,0.5410127145538353,,,,,
c_MHASMcontig_153492,NAT,272440,integron,,,0.0701314867443682,,0.04116234625373616,,,,,,0.07568737363820176,,,,,,,,0.06604533349945492,0.05174240357385325,,,,,
c_MHASMcontig_153492,NAT,272441,integron,,,0.0757762461206478,,,,,,,,0.07838526017207373,,,,,,,,0.08473352374512624,0.0675333634834445,,,,,
c_MHASMcontig_153492,NAT,272442,integron,J,"Translation, ribosomal structure and biogenesis",0.029192623632290075,,,,,,,,0.03246065068503365,,,,,,,,0.02822709332771677,0.024237248691573017,,,,,
c_MHASMcontig_154026,NAT,273614,non-integron,,,,,0.1323678079985859,,,,,,,,,,,,0.20244536313059847,,,,,0.1334991006769177,,,
c_MHASMcontig_154026,NAT,273615,non-integron,E,Amino acid transport and metabolism,,,0.14581089959835727,,0.1435297064009544,,,0.15042869433988126,,0.1275869240365212,,0.2654314996731681,0.14368411995014005,,0.13507772889988914,,,,,0.15331709412137007,,,0.17324132440045462
c_MHASMcontig_154026,NAT,273616,integron,J,"Translation, ribosomal structure and biogenesis",,,0.0960200339776378,,0.07795301678880406,,,0.07044911214597951,,0.07501869919797806,,0.12957161326480884,0.08283357490397318,,0.09645461459671567,,,,,0.06525512230853299,,,0.07729672115283566
c_MHASMcontig_154026,NAT,273617,non-integron,M,Cell wall/membrane/envelope biogenesis,,,0.06157259972041373,,,,,,,0.630036775634231,,,0.03152283306833936,,0.07649277534955888,,,,,0.06894272209282085,,,
c_MHASMcontig_155060,NAT,275865,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,,0.032987673250347814,,,,,,,,,,
c_MHASMcontig_160581,NAT,287684,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,0.0,,,,,,,,,,,,
c_MHASMcontig_160581,NAT,287687,non-integron,G,Carbohydrate transport and metabolism,,,0.9073812351543942,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_162116,NAT,290929,non-integron,R,General function prediction only,,,0.28008315294484376,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_162116,NAT,290930,integron,K,Transcription,,,0.3591421127101605,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_162116,NAT,290931,integron,R,General function prediction only,,,0.14895189793537253,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_218641,NAT,419409,non-integron,,,,,,,,,,,,,,,,,,,0.16193123930189854,,,,,,
c_MHASMcontig_218641,NAT,419410,integron,,,,,,,,,,,,,,,,,,,0.2019021781292695,,,,,,
c_MHASMcontig_218641,NAT,419411,integron,,,,,,,,,,,,,,,,,,,0.1083313687619791,,,,,,
c_MHASMcontig_218641,NAT,419414,non-integron,,,,,,,,,,,,,,,,,,,0.06908281348730143,,,,,,
c_MHASMcontig_218641,NAT,419415,non-integron,,,,,,,,,,,,,,,,,,,0.08021159170816199,,,,,,
c_MHASMcontig_218641,NAT,419416,non-integron,,,,,,,,,,,,,,,,,,,0.2562070577239841,,,,,,
c_MHASMcontig_226662,NAT,438713,non-integron,,,,,0.2895759877911698,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_236908,NAT,464598,non-integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,,,,,,,,,,,,,,,0.0034700045853942327,,,,,,
c_MHASMcontig_236908,NAT,464600,integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,0.1624918999832993,,,,,,
c_MHASMcontig_236908,NAT,464601,integron,H!!!R,Coenzyme transport and metabolism!!!General function prediction only,,,,,,,,,,,,,,,,,0.07564910251284301,,,,,,
c_MHASMcontig_236908,NAT,464602,integron,I,Lipid transport and metabolism,,,,,,,,,,,,,,,,,0.08581000764120647,,,,,,
c_MHASMcontig_239398,NAT,470587,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,0.2189594432012152,,,,,,,,,,,,
c_MHASMcontig_239398,NAT,470594,non-integron,V,Defense mechanisms,0.059625003368105924,,,,,,,,,,0.03876388146772883,,,,,,,,,,,,
c_MHASMcontig_239398,NAT,470597,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,0.09988780746623868,,,,,,,,,,,,
c_MHASMcontig_239398,NAT,470598,non-integron,M,Cell wall/membrane/envelope biogenesis,0.0,,,,,,,,,,0.0719737254747228,,,,,,,,,,,,
c_MHASMcontig_239398,NAT,470600,non-integron,,,0.11294437611791708,,,,,,,,,,0.042588897728239636,,,,,,,,,,,,
c_MHASMcontig_239398,NAT,470604,non-integron,D,"Cell cycle control, cell division, chromosome partitioning",,,,,,,,,,,0.1183140535347864,,,,,,,,,,,,
c_MHASMcontig_256681,NAT,512879,non-integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,0.0030100106386453085,,,,,,
c_MHASMcontig_256681,NAT,512880,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,0.007233142398225409,,,,,,
c_MHASMcontig_256681,NAT,512881,non-integron,,,,,,,,,,,,,,,,,,,0.023809234010081004,,,,,,
c_MHASMcontig_256681,NAT,512882,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,,,,,,,0.05588067024005229,,,,,,
c_MHASMcontig_256681,NAT,512883,non-integron,,,,,,,,,,,,,,,,,,,0.08038050588605326,,,,,,
c_MHASMcontig_256681,NAT,512884,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,,,,,,,0.04008318051605577,,,,,,
c_MHASMcontig_256681,NAT,512885,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,0.029534018095418443,,,,,,
c_MHASMcontig_256681,NAT,512886,non-integron,S,Function unknown,,,,,,,,,,,,,,,,,0.08410407639347539,,,,,,
c_MHASMcontig_256681,NAT,512887,non-integron,S,Function unknown,,,,,,,,,,,,,,,,,0.022836671404635547,,,,,,
c_MHASMcontig_262441,NAT,526666,non-integron,K,Transcription,,,,,,,,,,,,,,,,,0.0,,,,,,
c_MHASMcontig_266963,NAT,537670,non-integron,,,,,,,,,,,,,,,,,,,0.053622241359406964,,,,,,
c_MHASMcontig_266963,NAT,537672,non-integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,,,,,,,,,,,,,,,0.03951159948426911,,,,,,
c_MHASMcontig_266963,NAT,537673,non-integron,H,Coenzyme transport and metabolism,,,,,,,,,,,,,,,,,0.457439491561669,,,,,,
c_MHASMcontig_270293,NAT,545836,non-integron,,,,,,,,,,,,,0.14972246827812746,,,,,,,,,,,,
c_MHASMcontig_270293,NAT,545838,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,0.8967277134122116,,,,,,,,,,,,
c_MHASMcontig_270769,NAT,547012,integron,N!!!U,"Cell motility!!!Intracellular trafficking, secretion, and vesicular transport",,,,,,,,,,,,,,,,,0.13587972753987787,,,,,,
c_MHASMcontig_270769,NAT,547013,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,,,0.14043921820693367,,,,,,
c_MHASMcontig_270769,NAT,547014,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,,,,,,,0.09399741019183802,,,,,,
c_MHASMcontig_337401,NAT,629101,integron,O,"Posttranslational modification, protein turnover, chaperones",,,0.0004241846364036018,,,,,,,,,,,,0.0008901434967239047,,,,,0.0,,,
c_MHASMcontig_353822,NAT,646785,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,0.11073497535654092,,,,,,,,,,,,
c_MHASMcontig_353822,NAT,646786,integron,,,,,,,,,,,,,0.2531271594121701,,,,,,,,,,,,
c_MHASMcontig_355588,NAT,649583,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,0.005409942337816536,,,,,,,,,,,,
c_MHASMcontig_356540,NAT,651115,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,0.007629271091192681,,,,,,,,,,,,
c_MHASMcontig_360697,NAT,657809,non-integron,C,Energy production and conversion,,,,,,,,,,,0.061171249968877524,,,,,,,,,,,,
c_MHASMcontig_360697,NAT,657810,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,0.0478144930601341,,,,,,,,,,,,
c_MHASMcontig_362230,NAT,660279,non-integron,K!!!T,Transcription!!!Signal transduction mechanisms,,,,,,,,,,,0.01614743283908942,,,,,,,,,,,,
c_MHASMcontig_362230,NAT,660280,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,0.08934838376929315,,,,,,,,,,,,
c_MHASMcontig_362230,NAT,660281,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,0.03955399548101602,,,,,,,,,,,,
c_MHASMcontig_362230,NAT,660284,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,0.04525827780168072,,,,,,,,,,,,
c_MHASMcontig_366653,NAT,666980,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,0.09937310937825962,,,,,,,,,,,,
c_MHASMcontig_366653,NAT,666984,integron,,,,,,,,,,,,,0.04131990347582852,,,,,,,,,,,,
c_MHASMcontig_367976,NAT,669082,non-integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,,,,,,,,,0.0020017536782283127,,,,,,,,,,,,
c_MHASMcontig_367976,NAT,669083,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,0.06290252703058717,,,,,,,,,,,,
c_MHASMcontig_367976,NAT,669089,non-integron,K,Transcription,,,,,,,,,,,0.006775335546409805,,,,,,,,,,,,
c_MHASMcontig_367976,NAT,669090,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,0.05718132398992048,,,,,,,,,,,,
c_MHASMcontig_369135,NAT,670938,non-integron,V,Defense mechanisms,,,,,,,,,,,0.09602682321665038,,,,,,,,,,,,
c_MHASMcontig_370840,NAT,673572,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,0.04030236513925645,,,,,,,,,,,,
c_MHASMcontig_373969,NAT,678135,non-integron,,,,,,,,,,,,,,0.0,,,,,,,,,,,
c_MHASMcontig_374231,NAT,678610,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,0.00041271950491247585,,,,,,,,,,,,
c_MHASMcontig_374231,NAT,678611,integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,0.03468682005510595,,,,,,,,,,,,
c_MHASMcontig_374306,NAT,678723,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,0.036484937589077934,,,,,,,,,,,,
c_MHASMcontig_375534,NAT,680749,non-integron,U!!!W,"Intracellular trafficking, secretion, and vesicular transport!!!Extracellular structures",,,,,,,,,,,0.03608264093569662,,,,,,,,,,,,
c_MHASMcontig_375534,NAT,680750,non-integron,R,General function prediction only,,,,,,,,,,,0.03772098458891932,,,,,,,,,,,,
c_MHASMcontig_375847,NAT,681280,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,0.0,,,,,,,,,,,,
c_MHASMcontig_375847,NAT,681281,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,0.08539921378068722,,,,,,,,,,,
c_MHASMcontig_375847,NAT,681282,non-integron,C,Energy production and conversion,,,,,,,,,,,,0.022732374642078126,,,,,,,,,,,
c_MHASMcontig_378860,NAT,685832,non-integron,R,General function prediction only,,,,,,,,,,,0.2397074075835343,,,,,,,,,,,,
c_MHASMcontig_380193,NAT,687825,integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,0.0,,,,,,,,,,,,
c_MHASMcontig_381086,NAT,688935,non-integron,,,,,,,,,,,,,,0.27637691526668423,,,,,,,,,,,
c_MHASMcontig_381086,NAT,688942,non-integron,,,,,,,,,,,,,0.2210798459213033,,,,,,,,,,,,
c_MHASMcontig_381978,NAT,690295,non-integron,C,Energy production and conversion,,,,,,,,,,,0.00989103774309233,,,,,,,,,,,,
c_MHASMcontig_381978,NAT,690296,non-integron,C,Energy production and conversion,,,,,,,,,,,0.02599774676302941,,,,,,,,,,,,
c_MHASMcontig_381978,NAT,690298,integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,0.020803837442997027,,,,,,,,,,,,
c_MHASMcontig_385300,NAT,695440,non-integron,G,Carbohydrate transport and metabolism,0.0,,,,,,,,,,0.05571312384135575,,,,,,,,,,,,
c_MHASMcontig_385300,NAT,695442,non-integron,E!!!G,Amino acid transport and metabolism!!!Carbohydrate transport and metabolism,0.0,,,,,,,,,,0.05480550596810456,,,,,,,,,,,,
c_MHASMcontig_385300,NAT,695448,non-integron,I,Lipid transport and metabolism,0.06677201602504243,,,,,,,,,,0.15117899440130206,,,,,,,,,,,,
c_MHASMcontig_386571,NAT,697473,integron,,,,,,,,,,,,,0.19245758973365704,,,,,,,,,,,,
c_MHASMcontig_386571,NAT,697475,integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,,,,,,,,,0.21675758087108374,,,,,,,,,,,,
c_MHASMcontig_386571,NAT,697476,integron,,,,,,,,,,,,,0.3864025632364241,,,,,,,,,,,,
c_MHASMcontig_387492,NAT,698997,non-integron,E,Amino acid transport and metabolism,,0.30288156263543986,,,,,,,,,0.1175028695945069,,,,,,,,,,,,
c_MHASMcontig_387492,NAT,699001,non-integron,R,General function prediction only,,0.8507100393433735,,,,,,,,,1.5162985442668826,,,,,,,,,,,,
c_MHASMcontig_387492,NAT,699002,non-integron,V,Defense mechanisms,,0.03868350644661453,,,,,,,,,0.04150745796480899,,,,,,,,,,,,
c_MHASMcontig_387492,NAT,699007,non-integron,F!!!R,Nucleotide transport and metabolism!!!General function prediction only,,0.0,,,,,,,,,0.012303109477628813,,,,,,,,,,,,
c_MHASMcontig_387492,NAT,699013,non-integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,0.2150263466668976,,,,,0.0,,,,,,,,,,,,,,,,
c_MHASMcontig_387492,NAT,699014,non-integron,C,Energy production and conversion,,0.3877997634721496,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_387492,NAT,699020,non-integron,P,Inorganic ion transport and metabolism,,0.0,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_389776,NAT,702487,integron,N!!!W,Cell motility!!!Extracellular structures,,,,,,,0.08676813671138314,,,,0.2652470538989017,,,,,0.23922814982973925,,,,,,,
c_MHASMcontig_389776,NAT,702488,integron,,,,0.4397382153141259,,,,,0.18283414421741312,,,,,,,0.2977646177636508,,,,,,,,,
c_MHASMcontig_389776,NAT,702489,integron,N!!!U,"Cell motility!!!Intracellular trafficking, secretion, and vesicular transport",,,,,,,0.1233395207376791,,,,0.13258941113732792,,,0.1733409438532243,,0.07270564002520173,,,,,0.08777235522320245,,
c_MHASMcontig_389776,NAT,702490,non-integron,T!!!T!!!T!!!K,Signal transduction mechanisms!!!Signal transduction mechanisms!!!Signal transduction mechanisms!!!Transcription,,,,,,,0.08070790795371932,,,,0.07766512738138047,,,0.09564804818711813,,0.0726458454873563,,,,,0.077523563110078,,
c_MHASMcontig_391159,NAT,704903,non-integron,R,General function prediction only,,,,,,,,,,,0.036122595586953035,,,,,,,,,,,,
c_MHASMcontig_391159,NAT,704904,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,0.2931691665664406,,,,,,,,,,,,
c_MHASMcontig_391159,NAT,704905,non-integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,,,,,,,,,0.16525212870114342,,,,,,,,,,,,
c_MHASMcontig_391159,NAT,704906,integron,,,,,,,,,,,,,0.10399654344227884,,,,,,,,,,,,
c_MHASMcontig_391159,NAT,704907,integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,0.09256565033178037,,,,,,,,,,,,
c_MHASMcontig_391159,NAT,704909,non-integron,,,,,,,,,,,,,0.025148670413805904,,,,,,,,,,,,
c_MHASMcontig_391545,NAT,705480,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,0.061771855093602536,,,,,,,,,,,,
c_MHASMcontig_391545,NAT,705481,non-integron,G,Carbohydrate transport and metabolism,,,,,,,0.23181735733155184,,,,0.178233303883908,,,,,0.24533877574019874,,,,,,,
c_MHASMcontig_391545,NAT,705483,integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,0.08385164957965321,,,,,,,,,,,,
c_MHASMcontig_391545,NAT,705486,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,0.21360228314975185,,,,,,,,,,,,
c_MHASMcontig_396137,NAT,712701,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,0.15300166653307912,,,,,,,,,,,,
c_MHASMcontig_396137,NAT,712702,non-integron,,,,,,,,,,,,,0.9060233050461436,,,,,,,,,,,,
c_MHASMcontig_397770,NAT,715620,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,0.0,,,,,,,,,,,,
c_MHASMcontig_398223,NAT,716269,non-integron,N!!!U!!!W,"Cell motility!!!Intracellular trafficking, secretion, and vesicular transport!!!Extracellular structures",,,,,,,,,,,0.0033448216092477807,,,,,,,,,,,,
c_MHASMcontig_398223,NAT,716281,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,0.0,,,,,,,,,,,,
c_MHASMcontig_399169,NAT,717678,non-integron,L!!!L,"Replication, recombination and repair!!!Replication, recombination and repair",,,,,,,,,,,0.041075112836262695,,,,,,,,,,,,
c_MHASMcontig_399169,NAT,717681,non-integron,F,Nucleotide transport and metabolism,,,,,,,,,,,0.03782042036981252,,,,,,,,,,,,
c_MHASMcontig_399169,NAT,717682,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,0.07094464553382425,,,,,,,,,,,,
c_MHASMcontig_399169,NAT,717683,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,0.2045192990868012,,,,,,,,,,,,
c_MHASMcontig_399169,NAT,717691,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,0.054820714735970284,,,,,,,,,,,,
c_MHASMcontig_399169,NAT,717694,integron,E,Amino acid transport and metabolism,,,,,,,,,,,0.0,,,,,,,,,,,,
c_MHASMcontig_399169,NAT,717696,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,0.010187623817891888,,,,,,,,,,,,
c_MHASMcontig_399169,NAT,717697,non-integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,,,,,,,,,0.04440245342812365,,,,,,,,,,,,
c_MHASMcontig_399324,NAT,717965,non-integron,,,,,,,,,,,,,0.10659556660587173,,,,,,,,,,,,
c_MHASMcontig_399324,NAT,717966,non-integron,,,,,,,,,,,,,0.19127165398838689,,,,,,,,,,,,
c_MHASMcontig_399324,NAT,717967,non-integron,R,General function prediction only,,,,,,,,,,,0.010613666710851224,,,,,,,,,,,,
c_MHASMcontig_400508,NAT,719692,non-integron,R,General function prediction only,,0.01847819302141038,,,,,,,,,0.1994334461028224,,,,,,,,,,,,
c_MHASMcontig_400508,NAT,719706,non-integron,S,Function unknown,,,,,,,,,,,0.01663327593250641,,,,,,,,,,,,
c_MHASMcontig_400508,NAT,719711,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,0.049740564149349936,,,,,,,,,,,,
c_MHASMcontig_400508,NAT,719712,non-integron,J,"Translation, ribosomal structure and biogenesis",,0.12581084072081403,,,,,,,,,0.48002524145612396,,,,,,,,,,,,
c_MHASMcontig_400508,NAT,719716,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,0.0,,,,,,,,,,,,
c_MHASMcontig_400508,NAT,719731,non-integron,V,Defense mechanisms,,,,,,,,,,,0.11220407814675616,,,,,,,,,,,,
c_MHASMcontig_400508,NAT,719732,non-integron,,,,,,,,,,,,,0.1081888635490758,,,,,,,,,,,,
c_MHASMcontig_400508,NAT,719741,non-integron,T,Signal transduction mechanisms,,,,,,,,,,,0.0,,,,,,,,,,,,
c_MHASMcontig_403159,NAT,723827,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,0.17797962036303389,,,,,,,,,,,,
c_MHASMcontig_403159,NAT,723828,non-integron,,,,,,,,,,,,,0.1780910142783359,,,,,,,,,,,,
c_MHASMcontig_403159,NAT,723829,integron,,,,,,,,,,,,,0.0685828004041871,,,,,,,,,,,,
c_MHASMcontig_406896,NAT,729419,integron,V,Defense mechanisms,,,,,,,,,,,0.0,,,,,,,,,,,,
c_MHASMcontig_411359,NAT,736010,non-integron,F,Nucleotide transport and metabolism,,,,,,,,,0.20008813872685088,,,,,,,,0.07540011923867565,,,,,,
