contig,ocean,gene_callers_id,is_integron,COG_accession,COG_category,pnps_ERR599155,pnps_ERR598969,pnps_ERR599097,pnps_ERR599041,pnps_ERR599116,pnps_ERR599111,pnps_ERR599061,pnps_ERR599134,pnps_ERR598975,pnps_ERR598991,pnps_ERR599106,pnps_ERR599049,pnps_ERR598959,pnps_ERR594328
c_36866,RS,473301,integron,,,0.06922557730255764,0.07058282141064152,0.08161834059808766,0.06301371740917913,0.0620376041150701,,,0.0,,0.0385273783848685,0.06625895217252482,0.050950382021621145,,
c_36866,RS,473302,integron,,,0.057180602387599935,0.0701610463380867,0.05656643356073573,0.05154821751555401,0.04709022283912196,,,,,0.043234605562909284,0.0597084188749717,0.03939893137107798,,
c_44078,RS,550629,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,0.17405066708212996,,,
c_45055,RS,559649,non-integron,C,Energy production and conversion,,,0.031284523569874184,,0.0,,,,,0.017454299919703674,0.044785712117848236,0.10716301255103676,,
c_45055,RS,559651,non-integron,C,Energy production and conversion,,,,,,,,,,,0.07127467830279377,,,
c_48606,RS,589112,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,0.3637862988212995,,,
c_48606,RS,589120,integron,L,"Replication, recombination and repair",,,,,,,,,,0.08352501019041571,,,,
c_48606,RS,589134,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,0.00592025464852041,,,
c_48606,RS,589138,non-integron,,,,,,,,,,,,1.8964137662721583,,,,
c_49926,RS,599891,non-integron,,,,,0.417765382126406,,0.1139592491100364,,,,,,0.2190229006032812,,,
c_49926,RS,599892,non-integron,,,,,0.11137694167839657,,0.2143780321514155,,,,,,0.13814871669635168,,,
c_51678,RS,614140,non-integron,,,,,,0.32880253209073235,0.1153344013738022,,,,,,0.1255486468007741,,,
c_51678,RS,614142,non-integron,,,,,,,0.0,,,,,,,,,
c_51678,RS,614145,integron,,,,,,,0.0561919801016191,,,,,,0.2068568665377172,,,
c_51678,RS,614146,integron,,,,,,,0.0797746710298589,,,,,,0.0,,,
c_51678,RS,614147,non-integron,,,,,,,0.06395811778345074,,,,,,0.09502384376592896,,,
c_51678,RS,614149,non-integron,,,,,,,0.046737548613210035,,,,,,0.05520403206801072,,,
c_55767,RS,648405,non-integron,E,Amino acid transport and metabolism,,,0.017901720302266902,,0.009321272377564577,,,,,,0.014991831380184974,,,
c_55767,RS,648406,non-integron,,,,,0.1628996789733866,,0.1051569546566918,,,,,,0.07329872603034754,,,
c_55767,RS,648407,integron,E!!!G,Amino acid transport and metabolism!!!Carbohydrate transport and metabolism,,,0.139127929022406,,0.061102371340714626,,,,,,0.04990904596116736,,,
c_55767,RS,648408,integron,C,Energy production and conversion,,0.005676386233269618,0.043373095804426096,,0.030253225161217537,,,,,,0.0594464352513166,,,
c_55767,RS,648409,non-integron,R,General function prediction only,,,,,,,,,,,0.03393152677227785,,,
c_61651,RS,708072,non-integron,R,General function prediction only,,,,,,,,,,0.4648252123401195,,,,
c_61651,RS,708074,non-integron,J!!!O,"Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones",,,,,,,,,,0.11292833382278485,,,,
c_61651,RS,708078,non-integron,S,Function unknown,,,,,,,,,,0.10451571009502222,,,,
c_61651,RS,708085,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,0.09937680771706807,,,,
c_61651,RS,708098,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,0.4033547060840297,,,,
c_65156,RS,735277,integron,G!!!E!!!R,Carbohydrate transport and metabolism!!!Amino acid transport and metabolism!!!General function prediction only,,,,,0.1489697721740874,,,,,,0.04509347062040578,,,
c_65156,RS,735278,integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,0.029266571385431192,,,,,,,,0.012100584723397468,,,
c_65156,RS,735279,integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,0.0,,,
c_65156,RS,735280,non-integron,M!!!R,Cell wall/membrane/envelope biogenesis!!!General function prediction only,,,0.15484596826498198,,0.2188553795796225,,,,,,0.2353874101313365,,,
c_65223,RS,735826,non-integron,L,"Replication, recombination and repair",,,0.2301741649453694,,0.18884416063911455,,,,,0.14963809141225312,0.2149169638336573,0.14626331763469327,0.5321023967122469,
c_65223,RS,735827,non-integron,,,,,,,0.08316391212328014,,,0.15126310100331988,,0.196292865817972,0.11092407969784826,0.16605236710469254,0.056526231347910814,
c_65223,RS,735828,non-integron,I,Lipid transport and metabolism,,,0.030695801626925163,,0.06012359988790676,,,,,0.047471381158777935,0.0672345965468663,0.0656180666543724,0.03702996656077779,
c_65223,RS,735829,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,0.022665280138781604,0.0641819748405994,0.03839479108003595,,,0.050265878470153666,,0.040460819244195916,0.06092699547258721,0.04405946226605354,0.004548297031419986,
c_65223,RS,735830,non-integron,G,Carbohydrate transport and metabolism,,,,,0.05955418256808054,,,,,0.16938354750653808,0.07799936856331982,0.1434706813650329,0.3801446305115411,
c_65223,RS,735831,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,0.11992459598270852,,0.08087229998763275,0.2752202809030607,
c_65223,RS,735832,integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,0.13587648201223596,,0.05196554291690166,,
c_65223,RS,735833,integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,,,0.030525198811372663,,,0.27676764959104616,,0.056607293650702876,0.05236683005288198,0.06367191118287206,,
c_TaraRedSea_contig_16371,RS,773403,non-integron,,,,,0.028102015044046483,,,0.03586437388952778,,,,,,,,
c_TaraRedSea_contig_16371,RS,773404,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,0.06536932283827848,,,0.08801486661848314,,,,,,,,
c_TaraRedSea_contig_18107,RS,776958,non-integron,H,Coenzyme transport and metabolism,,,,,,,,,,0.1372865968952141,0.13063695475802292,,,
c_TaraRedSea_contig_18107,RS,776959,integron,G,Carbohydrate transport and metabolism,,,0.02765522119956705,0.0044149537648068395,0.024403134195444324,0.0,,0.00592419963435749,,0.03451514945175282,0.036096726875388084,0.023832226464677787,0.009958566547939316,
c_TaraRedSea_contig_22938,RS,786867,integron,G!!!E!!!P!!!R!!!Q!!!Q!!!Q,"Carbohydrate transport and metabolism!!!Amino acid transport and metabolism!!!Inorganic ion transport and metabolism!!!General function prediction only!!!Secondary metabolites biosynthesis, transport and catabolism!!!Secondary metabolites biosynthesis, transport and catabolism!!!Secondary metabolites biosynthesis, transport and catabolism",,,0.2438050978163171,0.3917272158396118,0.2345800493604789,,,,,0.5086930467508807,0.15041370831247727,0.3899909294697581,,
c_TaraRedSea_contig_22938,RS,786868,integron,I,Lipid transport and metabolism,,,,,0.033444167064831436,,,,,,0.127408178305955,,,
c_TaraRedSea_contig_29293,RS,799984,non-integron,L,"Replication, recombination and repair",,,0.19602115570744905,,,0.1689336741914333,,,0.17391074547596405,,,,,
c_TaraRedSea_contig_29293,RS,799985,integron,,,,,,,,0.05112764005579108,,,0.05624731672568485,,,,,
c_TaraRedSea_contig_29293,RS,799986,integron,G,Carbohydrate transport and metabolism,,,0.41399834580336986,,0.2685996293995433,0.9545251111875372,,,1.001867255229389,0.5727906573329508,0.5329259786568521,,,
c_TaraRedSea_contig_29293,RS,799987,non-integron,,,,,,,,0.7055638865917728,,,,,,,,
c_TaraRedSea_contig_30640,RS,802895,non-integron,,,,,0.11832690941515997,,,,,,,,,,,
c_TaraRedSea_contig_31282,RS,804129,non-integron,,,,,0.00961607549591084,,,,,,,,,,,
c_TaraRedSea_contig_31282,RS,804130,non-integron,,,,,0.01606697786708349,,,,,,,,,,,
c_TaraRedSea_contig_31282,RS,804132,integron,,,,,0.04799479024133307,,,,,,,,,,,
c_TaraRedSea_contig_43723,RS,828788,non-integron,I,Lipid transport and metabolism,,,0.06759918706050302,,,0.08187116712339597,,,0.026395533968597142,,,,,
c_TaraRedSea_contig_43723,RS,828789,non-integron,I!!!Q,"Lipid transport and metabolism!!!Secondary metabolites biosynthesis, transport and catabolism",,,0.09553864954175068,,,0.09888559906000463,,,0.06909111123520341,,,,,
c_TaraRedSea_contig_43723,RS,828790,non-integron,G,Carbohydrate transport and metabolism,,,0.07488809555970985,,,0.048020247243249436,,,0.02956740605034677,,,,,
c_TaraRedSea_contig_43723,RS,828791,integron,H,Coenzyme transport and metabolism,,,0.04899374004370191,,,0.03741173445565984,,,,,,,,
c_TaraRedSea_contig_43723,RS,828792,non-integron,,,,,0.25975526757062745,,,0.4371287860186983,,,,,,,,
c_TaraRedSea_contig_46146,RS,833771,non-integron,T,Signal transduction mechanisms,,,0.1151905838692528,,,,,,,,,,,
c_TaraRedSea_contig_46146,RS,833772,non-integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,0.036343297497208,,,,,,,,,,,
c_TaraRedSea_contig_46146,RS,833773,integron,G,Carbohydrate transport and metabolism,,,0.06284042441598359,,,,,,,,,,,
c_TaraRedSea_contig_48368,RS,838410,non-integron,E,Amino acid transport and metabolism,,,0.21721367663272376,,,0.2163085683734925,,,,,,,,
c_TaraRedSea_contig_48368,RS,838411,integron,,,,,0.5463918504166727,,,0.5640439652598175,,,,,,,,
c_TaraRedSea_contig_48368,RS,838412,integron,T!!!K,Signal transduction mechanisms!!!Transcription,,,0.13262139908027248,,,0.16184795651131,,,,,,,,
c_TaraRedSea_contig_48368,RS,838413,integron,,,,,0.37992398315757975,,,0.3114709798259462,,,0.1839360366117509,,,,,
c_TaraRedSea_contig_48368,RS,838414,integron,J,"Translation, ribosomal structure and biogenesis",,,0.15817279105355184,,,0.1665432808396631,,,0.005469322929543949,,,,,
c_TaraRedSea_contig_48368,RS,838415,non-integron,F,Nucleotide transport and metabolism,,,0.3186730584623978,,,0.2946456408559805,,,,,,,,
c_TaraRedSea_contig_67931,RS,878531,non-integron,P,Inorganic ion transport and metabolism,,,0.11071600655046447,,,0.10600431357504504,0.1662365166534115,,0.10018417129123616,,,,,
c_TaraRedSea_contig_67931,RS,878532,non-integron,F,Nucleotide transport and metabolism,,,0.2746343226709489,,,0.2428962004054148,0.3331529473600908,,0.20777232125736894,,,,,
c_TaraRedSea_contig_67931,RS,878533,non-integron,I,Lipid transport and metabolism,,,0.02040345306052234,,,0.0217122058695737,0.006629761244955128,,0.031797222096066294,,,,,
c_TaraRedSea_contig_67931,RS,878534,integron,D,"Cell cycle control, cell division, chromosome partitioning",,,0.1265470872638372,,,0.08946395226597016,0.2372903106515019,,0.07952713004758045,,,,,
c_TaraRedSea_contig_78449,RS,899659,non-integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,0.0,,,0.0,,,,,,,,
c_TaraRedSea_contig_86350,RS,929043,integron,,,,,,,,0.07468292046839071,,,,,,,,
c_TaraRedSea_contig_88652,RS,937876,integron,P,Inorganic ion transport and metabolism,,,0.1239639812818592,,,0.06718354779252612,,,,,,,,
c_TaraRedSea_contig_88652,RS,937877,non-integron,K,Transcription,,,0.04660958301980071,,,0.0038217945328704213,,,,,,,,
c_TaraRedSea_contig_88652,RS,937878,non-integron,M!!!R,Cell wall/membrane/envelope biogenesis!!!General function prediction only,,,0.11814602967171654,,,0.11097739552172847,,,,,,,,
c_TaraRedSea_contig_88652,RS,937879,non-integron,H!!!R,Coenzyme transport and metabolism!!!General function prediction only,,,0.16206092766521366,,,0.19189403112647554,,,,,,,,
c_TaraRedSea_contig_99574,RS,979809,integron,,,,,,,,2.7075552825552918,,,,,,,,
c_TaraRedSea_contig_107033,RS,1008581,non-integron,X,"Mobilome: prophages, transposons",,,,,,0.0956248940571289,,,,,,,,
c_TaraRedSea_contig_107554,RS,1010578,non-integron,S,Function unknown,,,0.15649640610380633,,,,,,,,,,,
c_TaraRedSea_contig_111806,RS,1028195,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,0.13659155750370586,,,,,,,,
c_TaraRedSea_contig_111806,RS,1028196,integron,D,"Cell cycle control, cell division, chromosome partitioning",,,,,,0.0978983195697384,,,,,,,,
c_TaraRedSea_contig_117173,RS,1049308,non-integron,G,Carbohydrate transport and metabolism,,,,,,0.36423957890462905,,,,,,,,
c_TaraRedSea_contig_117654,RS,1051025,non-integron,S,Function unknown,,,0.11276103434908802,,,0.08348796644938374,,,,,,,,
c_TaraRedSea_contig_120162,RS,1061230,non-integron,F,Nucleotide transport and metabolism,,,,,,0.0,,,,,,,,
c_TaraRedSea_contig_121095,RS,1064584,non-integron,,,,,0.4397559610899454,,,0.6504895174280333,,,,,,,,
c_TaraRedSea_contig_121095,RS,1064585,non-integron,K,Transcription,,,,,,,,0.019093735967259638,,0.04714006070124787,0.02722394708497717,0.02731644394203813,0.025864489071320832,
c_TaraRedSea_contig_121095,RS,1064587,non-integron,,,,,,,,,,,,2.495536698809396,,12.796305156831494,,
c_TaraRedSea_contig_121095,RS,1064589,non-integron,,,,,,,,,,0.0,,0.2918657528192465,0.01254591071418365,0.2926552471247901,0.30841924168169016,
c_TaraRedSea_contig_121095,RS,1064590,integron,R,General function prediction only,,,0.05489396749934803,,,0.07569480988996176,,0.05582325393561493,,0.05178841553362271,0.037707158429298636,0.04473881069975329,0.06534771875912906,
c_TaraRedSea_contig_143793,RS,1153008,integron,I!!!I,Lipid transport and metabolism!!!Lipid transport and metabolism,,,,,,0.15493808859943725,,,,,,,,
c_TaraRedSea_contig_143793,RS,1153009,integron,T,Signal transduction mechanisms,,,,,,0.1365158725950655,,,,,,,,
c_TaraRedSea_contig_154193,RS,1193157,non-integron,,,,,,,,2.2976381254574427,,,,,,,,
c_TaraRedSea_contig_165689,RS,1238041,non-integron,K,Transcription,,,,,,0.055247760418415615,,,,,,,,
c_TaraRedSea_contig_165689,RS,1238042,integron,J,"Translation, ribosomal structure and biogenesis",,,,,,0.06419719466960915,,,,,,,,
c_TaraRedSea_contig_165689,RS,1238043,integron,J,"Translation, ribosomal structure and biogenesis",,,,,,0.086071076514612,,,,,,,,
c_TaraRedSea_contig_165689,RS,1238044,integron,H,Coenzyme transport and metabolism,,,,,,0.14661018199343445,,,0.07075327917674823,,,,,
c_TaraRedSea_contig_166552,RS,1241616,integron,,,,,0.7523454806063519,,,,,,,,,,,
c_TaraRedSea_contig_171755,RS,1261665,integron,,,,,0.3475055934548529,,,0.29884480160723315,,,,,,,,
c_TaraRedSea_contig_171755,RS,1261666,integron,,,,,0.42235616102700657,,,0.33148399755682023,,,,,,,,
c_TaraRedSea_contig_171755,RS,1261667,integron,,,,,0.6278271051825041,,,0.4314967913375967,,,,,,,,
c_TaraRedSea_contig_171755,RS,1261668,integron,,,,,0.14494139746229898,,,,,,,,,,,
c_TaraRedSea_contig_176465,RS,1280257,non-integron,,,,,,,,0.10905619104288304,,,,,,,,
c_TaraRedSea_contig_176465,RS,1280259,non-integron,,,,,,,,0.165431634541324,,,,,,,,
c_TaraRedSea_contig_176465,RS,1280260,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,0.03541032923747061,,,,,,,,
c_TaraRedSea_contig_176465,RS,1280261,integron,,,,,,,,0.32771504575794624,,,,,,,,
c_TaraRedSea_contig_176465,RS,1280262,non-integron,,,,,,,,0.1199621911185744,,,,,,,,
c_TaraRedSea_contig_176465,RS,1280263,non-integron,,,,,,,,0.4667072444252046,,,,,,,,
c_TaraRedSea_contig_177845,RS,1285516,non-integron,,,,,,,,,,,,,,,,0.1681560152726072
c_TaraRedSea_contig_177845,RS,1285517,non-integron,,,,,,,,0.0955990315688085,,,,,0.0945432329931396,,,0.14609944645146236
c_TaraRedSea_contig_177845,RS,1285518,non-integron,,,,,,,,0.07750031412803639,,,,,,,,0.07731594455192
c_TaraRedSea_contig_177845,RS,1285521,non-integron,,,,,0.08837809749602119,,,0.10358113573486973,,,,,0.0716750582505933,,,0.08544751377920046
c_TaraRedSea_contig_183777,RS,1308719,non-integron,,,,,,,,0.16112739024013198,,,,,,,,
c_TaraRedSea_contig_189385,RS,1330589,integron,,,,,,,,0.7139089320588088,,,,,,,,
c_TaraRedSea_contig_193600,RS,1346620,integron,T!!!N!!!W!!!T,Signal transduction mechanisms!!!Cell motility!!!Extracellular structures!!!Signal transduction mechanisms,,,,,,0.09826135225074388,,,,,,,,
c_TaraRedSea_contig_201784,RS,1378402,non-integron,R,General function prediction only,,,,,,0.2542924131256334,,,,,,,,
c_TaraRedSea_contig_201784,RS,1378407,integron,,,,,0.3329751049978014,,,0.2328587191970173,,,,,,,,
c_TaraRedSea_contig_205241,RS,1391443,non-integron,,,,,,,,0.022574618086564868,,,,,,,,
c_TaraRedSea_contig_205241,RS,1391444,integron,G,Carbohydrate transport and metabolism,,,,,,0.07832840196895116,,,,,,,,
c_TaraRedSea_contig_205241,RS,1391445,integron,C,Energy production and conversion,,,,,,0.047577907105610925,,,,,,,,
c_TaraRedSea_contig_205241,RS,1391446,non-integron,,,,,,,,0.36981773687390895,,,,,,,,
c_TaraRedSea_contig_205241,RS,1391447,integron,F,Nucleotide transport and metabolism,,,0.004431818181818174,,,0.02475307684978006,,,,,,,,
