contig,ocean,gene_callers_id,is_integron,COG_accession,COG_category,pnps_ERR599102,pnps_ERR598949,pnps_ERR599023,pnps_ERR599088,pnps_ERR599082,pnps_ERR598972,pnps_ERR599034,pnps_ERR599112,pnps_ERR599062,pnps_ERR599150,pnps_ERR599057,pnps_ERR598966,pnps_ERR599018,pnps_ERR599143,pnps_ERR599031,pnps_ERR599028,pnps_ERR599158,pnps_ERR599110,pnps_ERR599167,pnps_ERR599025,pnps_ERR599109,pnps_ERR599146,pnps_ERR598970,pnps_ERR598974,pnps_ERR598990,pnps_ERR599021,pnps_ERR599164,pnps_ERR598960,pnps_ERR599026,pnps_ERR598979
c_19423,IN,237745,non-integron,M!!!O,"Cell wall/membrane/envelope biogenesis!!!Posttranslational modification, protein turnover, chaperones",0.006075796038812905,,,,0.03661697956088238,,,,0.03744724445404786,,,,,,0.0035927310163598033,,,,0.03188979109712595,,,,,,,0.004546847866209426,0.018878247814609027,0.027449914265361558,0.09186939820742596,
c_19423,IN,237746,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,0.4940887817221663,,,,0.35673533507690514,,,,,,0.3417986598130563,,,,2.204971668163723,,,,,,,0.17881353781099688,0.4649227033502098,0.46403457735275394,,
c_19423,IN,237747,non-integron,P,Inorganic ion transport and metabolism,,,,,0.07685695112556327,,,,0.06935226972280822,,,,,,0.07872066656874037,,,,0.05534550158760365,,,,,,,,0.05612474533647667,0.0901113738242477,,
c_19423,IN,237748,non-integron,C,Energy production and conversion,,,,,0.059691873972713035,,,,0.07105905438747878,,,,,,0.0,,,,0.15271916134358773,,,,,,,,0.08636081603491214,0.08522031846640739,0.0041190609018715825,
c_19423,IN,237749,non-integron,S,Function unknown,,,,,0.009418617061279458,,,,0.006443607135046397,,,,,,0.0,,,,0.0,,,,,,,0.029389770119293838,0.02288337901464989,0.038067747907108665,,
c_19423,IN,237750,non-integron,,,0.4006495459056761,,,,0.3093356988834345,,,,0.3795462901659635,,,,,,0.9277552236388468,,,,0.2863874767886861,,,,,,,0.11328052730720638,0.21902122361356985,0.16160834247788256,,
c_19423,IN,237751,non-integron,L,"Replication, recombination and repair",0.07585090799767187,,,,0.12841963495275166,,,,0.12578129859998444,,,,,,0.03644842084684445,,,,0.15803225090330095,,,,,,,0.0,0.07443131032067442,0.08003326609552036,0.0,
c_19423,IN,237752,non-integron,S,Function unknown,0.058905455551421536,,,,0.09987586736313177,,,,0.12330424379772995,,,,,,0.16248233233094853,,,,0.16239645596600796,,,,,,,0.2469016479083073,0.12034944871572978,0.16006648585048158,0.03673838539676199,
c_19423,IN,237753,non-integron,F,Nucleotide transport and metabolism,0.0,,,,0.005394593695929341,,,,0.0013292751616077155,,,,,,0.0,,,,0.0,,,,,,,0.0046991953881251,0.0007308270351710668,0.0017035191842255705,0.0,
c_19423,IN,237754,non-integron,F,Nucleotide transport and metabolism,,,,,0.0,,,,0.0017045377689645404,,,,,,,,,,0.005248158886568483,,,,,,,0.0,0.0,0.022956965086383983,,
c_19423,IN,237755,non-integron,,,,,,,0.03404306368303027,,,,0.006363235941607697,,,,,,0.0,,,,0.0,,,,,,,0.0333991615370505,0.02613643421113889,0.0012112085465432198,0.01168570244881437,
c_19423,IN,237756,non-integron,I,Lipid transport and metabolism,0.0,,,,0.008195091153959045,,,,0.0026012413390459513,,,,,,0.002575883411347695,,,,0.010934766919140495,,,,,,,0.0,0.01313725525389798,0.015437187980697572,,
c_19423,IN,237757,non-integron,D!!!R,"Cell cycle control, cell division, chromosome partitioning!!!General function prediction only",,,,,0.0484076159158295,,,,0.07699223356396802,,,,,,,,,,0.01804269099519468,,,,,,,,0.8762693631669549,0.18969357785513388,,
c_19423,IN,237758,non-integron,X,"Mobilome: prophages, transposons",,,,,0.10770199738400964,,,,0.044209618727229255,,,,,,,,,,,,,,,,,,,,,
c_19423,IN,237759,non-integron,X,"Mobilome: prophages, transposons",,,,,0.7075078593325879,,,,0.4659477734916279,,,,,,,,,,,,,,,,,,,,,
c_19423,IN,237760,non-integron,T!!!K,Signal transduction mechanisms!!!Transcription,,,,,0.008533957280272661,,,,0.059706668132490474,,,,,,,,,,,,,,,,,,,,,
c_19423,IN,237761,non-integron,C,Energy production and conversion,,,,,,,,,0.02064656466713405,,,,,,,,,,,,,,,,,,,,,
c_19423,IN,237762,non-integron,H,Coenzyme transport and metabolism,,,,,0.09041763892708987,,,,0.09526325371086626,,,,,,,,,,0.0,,,,,,,,0.021141893889526267,0.04874191591060199,,
c_19423,IN,237763,non-integron,R,General function prediction only,,,,,0.05895905031197837,,,,0.01104926455265418,,,,,,,,,,0.06677426462734143,,,,,,,,0.036141059964118816,0.10572064584528082,,
c_19423,IN,237764,non-integron,G,Carbohydrate transport and metabolism,,,,,0.01674803682638416,,,,0.0759462698907009,,,,,,,,,,0.006358982640424332,,,,,,,0.0,0.0015415306168840295,0.0,,
c_19423,IN,237765,non-integron,N,Cell motility,0.005352303172497704,,,,0.0072465444846237315,,,,0.003289067739601461,,,,,,,,,,0.0,,,,,,,,0.0015056650031211904,0.007040007665971888,,
c_19423,IN,237766,non-integron,G,Carbohydrate transport and metabolism,0.03409274219297841,,,,0.021003299908548576,,,,0.016831530120038237,,,,,,0.0,,,,0.0047706757968025894,,,,,,,0.0,0.02957330361800265,0.019138099384226285,,
c_19423,IN,237767,non-integron,C,Energy production and conversion,0.0453459169694124,,,,0.17563063066169327,,,,0.13214158922904398,,,,,,0.2083648896966067,,,,0.08713610406666701,,,,,,,0.04171209192059084,0.13910737802901216,0.12739212450485826,,
c_19423,IN,237768,non-integron,H,Coenzyme transport and metabolism,0.12973363170161195,,,,0.139033191152346,,,,0.18359825248048767,,,,,,0.15155035095145833,,,,0.11800892376917395,,,,,,,0.10562342643406697,0.10755516094586758,0.10018853274238587,0.00545861507754079,
c_19423,IN,237769,non-integron,V,Defense mechanisms,0.013270179114528498,,,,0.011485405109638948,,,,0.01919440876604991,,,,,,0.036930926507072345,,,,0.009943303522787215,,,,,,,0.0,0.03828934506128481,0.069755095518966,0.0,
c_19423,IN,237770,non-integron,H,Coenzyme transport and metabolism,,,,,0.35767793166627165,,,,0.3295483376998046,,,,,,,,,,0.3814090009279204,,,,,,,0.3871978021978029,0.21479884092285972,0.2844831829362329,,
c_19423,IN,237771,non-integron,S,Function unknown,0.0,,,,0.013702610881128851,,,,0.021454994266197677,,,,,,,,,,0.02301648113434248,,,,,,,,0.011866739553339566,0.010400697005299577,,
c_19423,IN,237772,non-integron,R,General function prediction only,,,,,0.007575391161490357,,,,0.008883837230977906,,,,,,0.002664614478732478,,,,0.0005298279061697646,,,,,,,0.00881164746346946,0.008531206553056938,0.027057216480181404,,
c_19423,IN,237773,non-integron,E,Amino acid transport and metabolism,0.0,,,,0.0008779225482678759,,,,0.0018331995705857078,,,,,,0.0,,,,0.0018346629772443173,,,,,,,0.00098587279391836,0.0019334892293932874,0.0033495815111811984,,
c_19423,IN,237774,non-integron,,,,,,,0.030832574516167686,,,,0.10055025989677098,,,,,,,,,,0.011558997737414369,,,,,,,0.033716519427569154,0.0321908344999514,0.011808642279635163,,
c_19423,IN,237775,non-integron,X,"Mobilome: prophages, transposons",0.04996150090871048,,,,0.04526233904383452,,,,0.06851212826769346,,,,,,0.34522657661541634,,,,0.033163328824999144,,,,,,,0.06251162498335526,0.04188718149457634,0.06615564090296862,0.036873102483161405,
c_19423,IN,237778,integron,X,"Mobilome: prophages, transposons",,,,,,,,,0.4948380027886998,,,,,,,,,,,,,,,,,,,,,
c_19423,IN,237779,non-integron,K,Transcription,,,,,,,,,0.12463689384554827,,,,,,,,,,,,,,,,,,,,,
c_19423,IN,237780,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2055437665782494,0.13889514536178799,0.3443040935672516,
c_19423,IN,237782,non-integron,,,,,,,0.46766190793153295,,,,0.3181238998443288,,,,,,0.21746582137053155,,,,0.35435106665486515,,,,,,,,,0.5049876172607896,,
c_19423,IN,237784,non-integron,,,,,,,0.1538198848539287,,,,0.2799473626068316,,,,,,,,,,,,,,,,,,,,,
c_19423,IN,237786,non-integron,J,"Translation, ribosomal structure and biogenesis",0.8790195065617468,,,,0.4766935309635488,,,,1.0686284849415455,,,,,,1.2794566907328138,,,,0.2099221074155535,,,,,,,0.7227184546595661,0.4945125716255782,0.6162503827868887,1.8605617388002331,
c_19423,IN,237787,non-integron,J,"Translation, ribosomal structure and biogenesis",0.3407461438314221,,,,0.2013359546813452,,,,0.4016764385821472,,,,,,0.5455174752549825,,,,,,,,,,,,0.17014937453004492,0.3378086157066374,0.6474741988049946,
c_19423,IN,237788,non-integron,R,General function prediction only,0.043975057422326866,,,,0.053772073499504636,,,,0.041342088263519934,,,,,,0.042979684168405065,,,,0.3340520748576084,,,,,,,0.04766515421970911,0.029820858851915974,0.028244781543704595,,
c_19423,IN,237789,non-integron,K,Transcription,0.00242958286018976,,,,0.0322602909724384,,,,0.022884601310344158,,,,,,0.031307482630732485,,,,0.016570807796631528,,,,,,,0.03619859554934022,0.0246762952018323,0.02529032611027713,0.03042005334686725,
c_19423,IN,237790,non-integron,E,Amino acid transport and metabolism,0.07034454145617097,,,,0.09294438656170076,,,,0.09327798520633346,,,,,,0.10336336185455572,,,,0.09801779080140384,,,,,,,,0.09887271508667228,0.09617188658806072,0.14169687107396894,
c_19423,IN,237791,non-integron,,,0.14105443016064376,,,,0.1435413202349139,,,,0.19182815210372572,,,,,,0.12029023709215288,,,,0.15382977604142986,,,,,,,,1.0088274160617012,0.18530013204105356,,
c_19423,IN,237792,non-integron,P,Inorganic ion transport and metabolism,0.1002375728587124,,0.0,,0.06546710270354658,,,,0.0532022255250023,,,,,,0.05483137960060145,,,,0.049301996427553486,,,,,,,0.04614384913888436,0.04033872121163405,0.03214119451887406,0.005007552130498953,
c_19423,IN,237793,non-integron,,,,,,,0.15007941705007505,,,,0.20453568358126886,,,,,,,,,,0.1496632880068462,,,,,,,,,0.4506990424937172,,
c_19423,IN,237794,non-integron,E!!!T,Amino acid transport and metabolism!!!Signal transduction mechanisms,0.013760309178689777,,,,0.028367506639404426,,,,0.025030822732350883,,,,,,0.04184447457798859,,,,0.03428394307099074,,,,,,,0.047109353471167126,0.043998602781872766,0.031014477487445492,0.0509014466702543,
c_19423,IN,237795,non-integron,,,0.027969027999874677,,,,0.01873487978797448,,,,0.027769163960677603,,,,,,0.028337492182344826,,,,0.014841012706105276,,,,,,,0.01697077962041927,0.016038817749397204,0.02283641586144364,0.005919935942105502,
c_19423,IN,237796,non-integron,,,,,,,0.5738198466927951,,,,0.6143455725904471,,,,,,,,,,,,,,,,,,,0.5229066881343434,,
c_19423,IN,237797,non-integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",0.2357877658035125,,,,0.21067280423491244,,,,0.17846456135413996,,,,,,0.15277438549030758,,,,0.20107656460395248,,,,,,,,0.2044081831683016,0.2317545422498608,,
c_19423,IN,237798,non-integron,,,0.05385523253017428,,,,0.030744184880336364,,,,0.06812600461858437,,,,,,0.041584410333882806,,,,0.057203922219046265,,,,,,,,0.07434536061957993,0.0561713705841688,,
c_19423,IN,237799,non-integron,S,Function unknown,,,,,0.03651293817555474,,,,0.045901904569219734,,,,,,0.004256087720269298,,,,0.030170932950353474,,,,,,,,0.033605431931555366,0.0037999085387961686,,
c_19423,IN,237800,non-integron,M,Cell wall/membrane/envelope biogenesis,0.3616154936669741,,,,0.12958599103471602,,,,0.13250360726663632,,,,,,0.13222189903204434,,,,0.17022181358951993,,,,,,,0.04476870330967492,0.10194967726448828,0.135512718505942,0.6636766862170179,
c_19423,IN,237801,non-integron,M,Cell wall/membrane/envelope biogenesis,0.23288463579428795,,0.0618695657767431,,0.12732666272823442,,,,0.13804546056160558,,,,,,0.09366725875232676,,,,0.09299062022543923,,,,,,,0.1205893658799018,0.10853850208867667,0.15561380502015562,0.07865943687580297,
c_19423,IN,237802,non-integron,S,Function unknown,0.21780942875791567,,0.0804488912925906,,0.2319056443604801,,,,0.2518907194393622,,,,,,0.18301335611859448,,,,0.18064167322651853,,,,,,,0.2012474809292435,0.2592797638061585,0.22320699590237544,0.252974193284328,
c_21360,IN,258202,non-integron,O,"Posttranslational modification, protein turnover, chaperones",0.2837799682307755,,,,0.2962433914177452,,,,,0.15022868128044453,0.1616644480410134,0.3184136362235658,,0.2940531327008561,,0.28423239397897,0.3013334361383229,0.1911992523766584,,,,0.2103472474902976,,,,,,,0.16313230221401562,
c_21360,IN,258203,non-integron,F,Nucleotide transport and metabolism,0.07173556214579771,,0.12158286402832713,,0.07303539148621167,,,,,0.13611846439562544,0.08545449088998641,0.06774698127103465,,0.07176269262663577,,0.07285583037598327,0.11646707172580847,0.11372529660527145,,,,0.12799834920683215,,0.06734557496468835,,,,,0.08629135808645673,
c_21360,IN,258204,integron,P,Inorganic ion transport and metabolism,0.056264845890630764,,,,0.06586400249226691,,,,,0.05124992127619218,,0.06467278215491343,,0.06721343698751585,,0.058293565373795576,0.023479567766272903,0.009901675749568946,,,,,,0.05378812452178911,,,,,,
c_21360,IN,258205,non-integron,,,0.0302621916028686,,0.0,,0.034746689830950896,,,,,0.016962427589332887,0.07675962880279401,0.02681161819416015,,0.03721417126513441,,0.029433266708856574,0.08216086984940532,0.028790513050425418,,,,,,,0.03648117712716329,,,,,
c_21360,IN,258206,non-integron,I,Lipid transport and metabolism,0.05646028451927209,,0.03413948417821427,,0.07221986606318757,,,,,0.058675300591280274,,0.11108092629834228,,0.09179790862982752,,0.0933863619401712,0.13617060778443185,0.08893616080659535,,,,0.041135996120841935,,,0.022872454022462692,,,,0.0,
c_21360,IN,258207,non-integron,,,0.0894225637557909,,,,0.06974150480818461,,,,,,,,,0.11468007533083772,,0.05898818844060099,,,,,,,,,,,,,,
c_21360,IN,258209,non-integron,,,0.2754654906833292,,,,0.32775331836927873,,,,,,,0.5555694626820339,,0.5253206854102924,,0.2380351623646575,,,,,,,,0.4706000875165767,,,,,,
c_21360,IN,258210,non-integron,R,General function prediction only,0.0902120418509919,,,,0.09555055842164137,,,,,0.042962522256328316,0.15163225984487774,0.06806598875577771,,0.08994041039854198,,0.1021931356782709,0.08660416222743053,0.12577184051060544,,,,,,,,,,,0.12457102720314828,
c_22031,IN,264678,non-integron,,,,,,,,,,,,0.041856381566858,0.056626464155517885,,,,,,,,,,,,,,,,,,0.05164162306132188,
c_22031,IN,264679,non-integron,,,,,,,,,,,,0.15878983456210005,0.06106354709296116,,,,,,,,,,,,,,,,,,0.06272613101533211,
c_22031,IN,264680,non-integron,,,,,,,,,,,,0.4289007952768947,0.3600320315386291,,,,,,,,,,,,,,,,,,0.5584015276731279,
c_22031,IN,264681,non-integron,,,,,0.5323807658331448,,,,,0.6710824185633553,,0.3427463001199076,0.14441651436043051,,,,,,,,,,,,,,,,,,0.1753873156483829,
c_22031,IN,264682,integron,,,,,0.014810792465855054,,,,,,,0.1729669641712133,0.1283686298119889,,,,,,,,,,,,,,,,,,0.1271241506966473,
c_22031,IN,264683,integron,,,,,,,,,,,,0.050196854329043625,0.007580197395945369,,,,,,,,,,,,,,,,,,0.009465882362267369,
c_22031,IN,264684,integron,,,,,,,,,,,,0.19981081882605853,,,,,,,,,,,,,,,,,,,,
c_22031,IN,264685,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
c_22031,IN,264686,non-integron,,,,,,,,,,,,0.005130962264551099,0.04649577273511442,,,,,,,,,,,,,,,,,,0.0473511313320993,
c_22031,IN,264687,non-integron,,,,,0.09957337883958976,,,,,,,0.2646344061474543,0.3398499672950927,,,,,,,,,,,,,,,,,,0.394941689369538,
c_25586,IN,297876,non-integron,,,,,,,,,,,,0.4295446809387203,,,,,,,,0.3472863244591897,,,,,,,,,,,,
c_25586,IN,297878,non-integron,U!!!E,"Intracellular trafficking, secretion, and vesicular transport!!!Amino acid transport and metabolism",,,,,,,,,,0.03867306741540388,,,,,,,,,,,,,,,,,,,,
c_25586,IN,297879,non-integron,,,,,,,,,,,,,0.10780234543453013,,,,,,,,,,,,,,,,,,,
c_25586,IN,297887,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,0.05052206933387063,,,,,,,,,,,,,,,,,,,,
c_25586,IN,297888,integron,,,,,,,,,,,,0.3642216964655192,,,,,,,,,,,,,,,,,,,,
c_29040,IN,337161,non-integron,F!!!R,Nucleotide transport and metabolism!!!General function prediction only,0.07589656802547624,,0.062105577436899574,,0.07378125730869209,,,,,0.07763367948492524,0.1632155117972464,,,,,0.07627796500608157,,0.06500624915486851,,0.006848210408783527,,0.02894037690574313,,,,,,,0.11024965943443077,
c_29040,IN,337162,non-integron,,,0.2759951007825573,,,,0.19830370283025914,,,,,0.13667101477555968,0.16500912006962087,,,,,0.33436339156664896,,0.2653045836273868,,,,,,,,,,,0.18705528224418452,
c_29040,IN,337163,non-integron,I,Lipid transport and metabolism,0.20000580225177989,,0.09493948427361994,,0.1547373855364462,,,,,0.13569204005205382,0.1839492550323145,,,,,0.1498543147735143,,0.1189324493556386,,,,0.04260887464345572,,,,,,,0.14166771968137304,
c_29040,IN,337164,non-integron,I,Lipid transport and metabolism,0.11205051215601528,,0.08551366945925071,,0.1391878534668364,,,,,0.2313802223147509,0.08035395259177862,,,,,0.04956335032364174,,0.12680438084325346,,,,0.06664984076921586,,,,,,,0.15607433326852987,
c_29040,IN,337165,non-integron,M,Cell wall/membrane/envelope biogenesis,0.01656987480730323,,0.007209430345350461,,0.062208035898995075,,,,,0.04887788735343298,0.031325144302997675,,,,,0.0316983240812358,,0.031435815439501295,,,,0.006474130266830853,,,,,,,0.049359332056435605,
c_29040,IN,337166,non-integron,M,Cell wall/membrane/envelope biogenesis,0.013827406114595736,,0.002588053509020625,,0.0,,,,,0.0027538888558038565,0.0,,,,,0.004983018050505442,,0.030990727678018973,,,,0.0,,,,,,,0.009674355939188624,
c_29040,IN,337167,non-integron,O,"Posttranslational modification, protein turnover, chaperones",0.3669107756820184,,0.2498129875747445,,0.3594128753574936,,,,,0.2717471263330641,0.2654181939972096,,,,,0.370546135953077,0.6569489709362064,0.37866736011120783,,,,0.4116088177884752,,,,,,,0.2923232637277629,
c_29040,IN,337168,integron,H,Coenzyme transport and metabolism,,0.0,0.035926640830158486,,0.04394149134584187,,,,,0.03969494912447742,0.06939822073963273,,,,,0.04465169484209381,,0.05940834946072737,,,,0.0,,,,,,,0.05439257697053227,
c_29040,IN,337169,integron,H,Coenzyme transport and metabolism,0.045250352514116014,,0.06015435267717275,,0.05629896395161424,,,,,0.06760129402504647,0.12072801875889586,,,,,0.05019084695942196,,0.08375774712098044,,,,0.0322463447478041,,,,,,,0.06173373852074721,
c_29040,IN,337170,integron,K!!!J,"Transcription!!!Translation, ribosomal structure and biogenesis",0.011127655771169202,,0.013615830069507484,,0.043065957279712866,,,,,0.041647927919874934,0.047800047791675536,,,,,0.042411754543305966,,0.06557761619733513,,,,0.032701273238441096,,,,,,,0.04525026731736207,
c_29040,IN,337171,non-integron,L,"Replication, recombination and repair",0.1796455544028476,,0.12112871467671303,,0.14966528182466424,,,,,0.14071711371127035,0.21855358629984603,,,,,0.1358247554386488,,0.14336047840668925,,,,0.16653052055281392,,,,,,,0.16815103707414886,
c_29040,IN,337172,non-integron,L,"Replication, recombination and repair",0.12577482105267218,,0.07532092177396496,,0.11531177393214312,,,,,0.0724905079572994,0.100974166914388,,,,,0.09354687270112856,,0.08185061794895772,,,,0.01720015143794426,,,,,,,0.08784793975636264,
c_29040,IN,337173,non-integron,L,"Replication, recombination and repair",0.10298032977921052,,0.017832783153970234,,0.13097062791957925,,,,,0.12121816732600604,0.08901642774412519,,,,,0.17227986162048786,,0.1284475458467342,,,,0.06783022624464691,,,,,,,0.12267503839089433,
c_29040,IN,337174,non-integron,J,"Translation, ribosomal structure and biogenesis",0.2254000430540921,,0.13486039640982944,,0.12338019888590193,,,,,0.15841323252641668,0.13399340603954588,,,,,0.11405592446896436,,0.06482914478275402,,,,0.30015541950478103,,,,,,,0.1241274503206772,
c_29040,IN,337175,non-integron,J,"Translation, ribosomal structure and biogenesis",0.11686086896753445,,0.1151602866280415,,0.10276719196161377,,,,,0.10067870241809493,0.0686504382204398,,,,,0.10561907751787183,,0.12627906134175435,,,,0.08694126784636798,,,,,,,0.10928497079266104,
c_29040,IN,337176,non-integron,,,,,0.001038747659935533,,0.04400905349680116,,,,,0.024962213157998528,0.0,,,,,0.02862679079519725,,0.0054129606047277215,,,,0.002382092834381537,,,0.06153852361694397,,,,0.03306154881264408,
c_29040,IN,337177,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",0.06194144625527299,,0.05473076328153961,,0.030085464920244543,,,,,0.052163007933057455,0.052589936936018655,,,,,0.05278583505372976,,0.03710460212224806,,,,,,,,,,,0.06658697595184758,
c_29040,IN,337178,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",0.0895603509406017,0.75726141078839,0.056920806167167076,,0.09094796407285324,,,,,0.06928036705378092,0.0916111072892222,,,,,0.09653919406721267,,0.2039589733039356,,,,0.04869427810024085,0.007067808863362669,,,,,,0.08244138756773453,
c_29040,IN,337180,non-integron,T!!!K,Signal transduction mechanisms!!!Transcription,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
c_44884,IN,491473,non-integron,P!!!T,Inorganic ion transport and metabolism!!!Signal transduction mechanisms,,,,,,,,0.0791679538170272,,,,,,,,,,,,,,,,,,,,,,
c_44884,IN,491475,non-integron,,,,,,,,,,0.09365821561409997,,,,,,,,,,,,,,,,,,,,,,
c_44884,IN,491476,non-integron,,,,,,,,,,0.12501269590261854,,,,,,,,,,,,,,,,,,,,,,
c_44884,IN,491477,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,0.07829214643054949,,,,,,,,,,,,,,,,,,,,,,
c_44884,IN,491478,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,,,,,,0.03456432163740372,,,,,,,,,,,,,,,,,,,,,,
c_44884,IN,491479,non-integron,U!!!R,"Intracellular trafficking, secretion, and vesicular transport!!!General function prediction only",,,,,,,,0.10265236891875336,,,,,,,,,,,,,,,,,,,,,,
c_44884,IN,491480,non-integron,U,"Intracellular trafficking, secretion, and vesicular transport",,,,,,,,0.053911652777737316,,,,,,,,,,,,,,,,,,,,,,
c_44884,IN,491482,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,0.03801581317011397,,,,,,,,,,,,,,,,,,,,,,
c_44884,IN,491483,non-integron,E!!!E!!!I,Amino acid transport and metabolism!!!Amino acid transport and metabolism!!!Lipid transport and metabolism,,,,,,,,0.044682689410948516,,,,,,,,,,,,,,,,,,,,,,
c_44884,IN,491484,non-integron,E!!!E!!!I,Amino acid transport and metabolism!!!Amino acid transport and metabolism!!!Lipid transport and metabolism,,,,,,,,0.09303457198904233,,,,,,,,,,,,,,,,,,,,,,
c_44884,IN,491485,non-integron,K,Transcription,,,,,,,,0.0033517880402720306,,,,,,,,,,,,,,,,,,,,,,
c_44884,IN,491486,non-integron,E,Amino acid transport and metabolism,,,0.07878630746144391,,,,,0.039129086383446664,,,,,,,,,,,,,,,,,,,,,,
c_44884,IN,491487,non-integron,E,Amino acid transport and metabolism,,,,,,,,0.0668106386245082,,,,,,,,,,,,,,,,,,,,,,
