bin,signal_CAZ_count,total_CAZ_count,signal_peptidase_count,total_peptidase_count
TOBG_SAT-83,7,77,69,77
TOBG_SAT-1510,4,27,24,27
TOBG_SAT-2911,4,58,12,58
TOBG_SAT-10,19,102,57,102
TOBG_SAT-67,12,87,94,87
TOBG_SAT-138,3,35,46,35
TOBG_SAT-1359,2,26,8,26
TOBG_SAT-1613,3,43,11,43
TOBG_SAT-46,12,138,23,138
TOBG_SAT-180,7,63,67,63
TOBG_SAT-31,15,119,92,119
TOBG_SAT-113,16,142,31,142
TOBG_SAT-164,1,17,16,17
TOBG_SAT-74,21,94,98,94
TOBG_SAT-1509,26,96,65,96
TOBG_SAT-121,28,105,120,105
TOBG_SAT-90,17,102,30,102
TOBG_SAT-1340,51,95,37,95
TOBG_SAT-228,0,30,8,30
TOBG_SAT-2756,14,66,43,66
TOBG_SP-2982,24,114,40,114
TOBG_SP-131,24,153,43,153
TOBG_SP-348,5,65,8,65
TOBG_SP-245,35,165,72,165
TOBG_SP-232,9,99,20,99
TOBG_SP-58,26,91,71,91
TOBG_SP-52,133,215,80,215
TOBG_SP-335,4,39,50,39
TOBG_SP-342,1,52,6,52
TOBG_SP-238,22,105,70,105
TOBG_SP-190,20,85,43,85
TOBG_SP-109,19,135,30,135
TOBG_SP-174,5,63,14,63
TOBG_SP-84,8,87,32,87
TOBG_SP-299,6,69,17,69
TOBG_SP-3065,123,289,45,289
TOBG_SP-3018,59,173,139,173
TOBG_SP-293,31,108,32,108
TOBG_SP-17,25,159,44,159
TOBG_SP-60,25,110,52,110
TOBG_SP-486,5,48,7,48
TOBG_SP-2975,0,54,26,54
TOBG_SP-4023,95,217,33,217
TOBG_SP-128,34,128,55,128
TOBG_SP-351,8,71,10,71
TOBG_SP-6,10,65,41,65
TOBG_SP-256,10,54,44,54
TOBG_SP-3044,1,33,6,33
TOBG_SP-167,172,324,142,324
TOBG_SP-110,43,124,57,124
TOBG_SP-189,16,66,42,66
TOBG_SP-183,33,118,121,118
TOBG_SP-3982,10,100,48,100
TOBG_SP-73,20,116,127,116
TOBG_SP-4365,43,119,63,119
TOBG_SP-219,7,68,8,68
TOBG_SP-3106,19,69,73,69
TOBG_SP-3098,31,99,57,99
TOBG_SP-213,29,98,124,98
TOBG_SP-3966,9,83,21,83
TOBG_SP-97,274,458,221,458
TOBG_SP-74,39,148,98,148
TOBG_SP-269,28,119,39,119
TOBG_SP-319,4,50,10,50
TOBG_SP-263,6,106,17,106
TOBG_SP-160,5,62,7,62
TOBG_SP-184,30,129,73,129
TOBG_SP-4016,14,74,29,74
TOBG_SP-31,28,122,69,122
TOBG_SP-1,18,102,27,102
TOBG_SP-251,21,82,47,82
TOBG_SP-4220,1,50,8,50
TOBG_SP-4154,2,40,11,40
TOBG_SP-2972,2,43,7,43
TOBG_SP-125,19,125,41,125
TOBG_SP-2978,22,114,130,114
TOBG_SP-158,19,129,27,129
TOBG_SP-3118,9,61,24,61
TOBG_SP-3062,6,29,25,29
TOBG_SP-3112,13,67,20,67
TOBG_SP-3068,3,25,18,25
TOBG_SP-89,51,144,51,144
TOBG_SP-10,170,432,42,432
TOBG_SP-179,17,119,34,119
TOBG_SP-197,13,115,30,115
TOBG_SP-104,49,176,105,176
TOBG_SP-173,24,125,73,125
TOBG_SP-242,155,239,91,239
TOBG_SP-3050,12,71,22,71
TOBG_SP-28,21,158,44,158
TOBG_SP-22,8,27,12,27
TOBG_SP-248,0,31,4,31
TOBG_SP-332,18,122,60,122
TOBG_SP-2985,62,183,73,183
TOBG_SP-141,222,370,85,370
TOBG_SP-136,21,103,56,103
TOBG_SP-341,21,78,63,78
TOBG_SP-3029,9,91,28,91
TOBG_SP-26,21,117,21,117
TOBG_SP-51,21,65,47,65
TOBG_SP-3023,15,86,97,86
TOBG_SP-3054,7,49,21,49
TOBG_SP-246,23,99,96,99
TOBG_SP-145,121,197,86,197
TOBG_SP-138,22,285,48,285
TOBG_SP-4044,0,39,5,39
TOBG_SP-63,34,123,121,123
TOBG_SP-3992,1,17,1,17
TOBG_SP-14,173,273,65,273
TOBG_SP-304,2,58,4,58
TOBG_SP-209,7,41,19,41
TOBG_SP-3066,4,26,18,26
TOBG_SP-274,123,213,62,213
TOBG_SP-203,52,152,115,152
TOBG_SP-69,6,47,6,47
TOBG_SP-199,4,47,7,47
TOBG_SP-177,15,100,41,100
TOBG_SP-222,3,84,13,84
TOBG_SP-3030,39,150,76,150
TOBG_SP-358,18,92,23,92
TOBG_SP-5,281,440,111,440
TOBG_SP-35,12,107,26,107
TOBG_SP-156,9,94,29,94
TOBG_SP-121,81,184,69,184
TOBG_SP-2976,28,93,49,93
TOBG_SP-94,11,79,13,79
TOBG_SP-267,3,54,4,54
TOBG_SP-210,3,29,15,29
TOBG_SP-289,11,64,27,64
TOBG_SP-3105,7,59,29,59
TOBG_SP-283,33,120,40,120
TOBG_SP-317,5,49,11,49
TOBG_SP-360,11,106,24,106
TOBG_SP-4366,36,114,50,114
TOBG_SP-4388,22,172,57,172
TOBG_SP-70,156,313,166,313
TOBG_SP-119,55,175,166,175
TOBG_SP-180,24,147,90,147
TOBG_SP-113,267,419,107,419
TOBG_SP-164,149,229,68,229
TOBG_SP-187,30,96,58,96
TOBG_SP-169,21,161,24,161
TOBG_SP-163,42,174,82,174
TOBG_SP-114,128,213,85,213
TOBG_SP-93,21,102,79,102
TOBG_SP-3072,131,243,122,243
TOBG_SP-260,172,266,81,266
TOBG_SP-4288,5,67,12,67
TOBG_SP-284,6,55,11,55
TOBG_SP-4027,9,113,19,113
TOBG_SP-126,37,211,56,211
TOBG_SP-151,12,82,26,82
TOBG_SP-3040,49,117,56,117
TOBG_SP-3037,31,147,76,147
TOBG_SP-328,10,68,31,68
TOBG_SP-252,37,112,106,112
TOBG_SP-2,17,123,41,123
TOBG_SP-38,7,63,17,63
TOBG_SP-8,18,146,44,146
TOBG_SP-45,108,221,125,221
TOBG_SP-32,33,146,47,146
TOBG_SP-258,13,155,33,155
TOBG_SP-107,10,68,37,68
TOBG_SP-194,150,251,90,251
TOBG_SP-13,9,74,21,74
TOBG_SP-64,31,130,50,130
TOBG_SP-279,8,92,17,92
TOBG_SP-3111,32,141,65,141
TOBG_SP-303,3,35,20,35
TOBG_SP-204,58,177,104,177
TOBG_SP-3061,3,29,5,29
TOBG_SP-4275,19,64,40,64
TOBG_SP-3971,17,71,29,71
TOBG_SP-19,32,126,73,126
TOBG_SP-135,25,105,49,105
TOBG_SP-142,55,279,73,279
TOBG_SP-331,6,71,11,71
TOBG_SP-346,1,64,6,64
TOBG_SP-3059,2,34,19,34
TOBG_SP-56,5,57,44,57
TOBG_SP-21,18,115,45,115
TOBG_SP-241,138,233,73,233
TOBG_SP-236,24,125,40,125
TOBG_SP-3024,5,30,14,30
TOBG_SP-88,0,26,19,26
TOBG_SP-11,63,174,112,174
TOBG_SP-3069,32,124,52,124
TOBG_SP-301,3,64,5,64
TOBG_SP-295,7,101,13,101
TOBG_SP-3119,5,78,29,78
TOBG_SP-3014,1,30,14,30
TOBG_SP-3063,4,28,19,28
TOBG_SP-82,26,108,76,108
TOBG_SP-105,78,199,37,199
TOBG_SP-196,1,59,4,59
TOBG_SP-249,9,51,34,51
TOBG_SP-333,20,106,38,106
TOBG_SP-344,2,60,4,60
TOBG_SP-23,119,226,68,226
TOBG_SP-29,31,107,45,107
TOBG_SP-243,18,66,54,66
TOBG_SP-234,41,146,76,146
TOBG_SP-137,53,156,81,156
TOBG_SP-140,34,154,96,154
TOBG_SP-4387,18,193,19,193
TOBG_SP-4369,8,74,25,74
TOBG_SP-3070,8,79,11,79
TOBG_SP-262,2,51,12,51
TOBG_SP-312,22,114,70,114
TOBG_SP-3094,25,146,41,146
TOBG_SP-3984,5,69,11,69
TOBG_SP-75,28,120,86,120
TOBG_SP-185,17,68,46,68
TOBG_SP-4060,43,130,27,130
TOBG_SP-161,25,152,37,152
TOBG_SP-4189,8,60,46,60
TOBG_SP-3035,157,252,82,252
TOBG_SP-250,39,146,60,146
TOBG_SP-47,8,67,28,67
TOBG_SP-30,78,157,48,157
TOBG_SP-320,4,51,7,51
TOBG_SP-3048,22,122,117,122
TOBG_SP-2979,13,72,17,72
TOBG_SP-159,31,134,31,134
TOBG_SP-124,11,93,40,93
TOBG_SP-154,15,97,16,97
TOBG_SP-123,18,133,41,133
TOBG_SP-257,0,52,6,52
TOBG_SP-37,39,166,47,166
TOBG_SP-350,21,103,85,103
TOBG_SP-4356,3,43,9,43
TOBG_SP-182,82,266,137,266
TOBG_SP-166,183,281,87,281
TOBG_SP-188,2,59,7,59
TOBG_SP-96,20,75,39,75
TOBG_SP-78,5,44,11,44
TOBG_SP-4380,57,127,32,127
TOBG_SP-218,12,95,20,95
TOBG_SP-3107,3,22,18,22
TOBG_SP-281,5,58,5,58
TOBG_SP-362,20,95,57,95
TOBG_SP-3983,16,140,31,140
TOBG_SP-2989,14,50,22,50
TOBG_SP-2983,12,60,52,60
TOBG_SP-343,2,63,6,63
TOBG_SP-334,11,80,12,80
TOBG_SP-24,4,42,9,42
TOBG_SP-59,21,99,31,99
TOBG_SP-3021,28,110,71,110
TOBG_SP-349,9,66,11,66
TOBG_SP-244,24,124,110,124
TOBG_SP-102,11,104,24,104
TOBG_SP-191,15,109,62,109
TOBG_SP-108,2,37,25,37
TOBG_SP-61,24,135,46,135
TOBG_SP-16,37,182,61,182
TOBG_SP-4300,5,36,4,36
TOBG_SP-292,39,112,65,112
TOBG_SP-306,22,84,56,84
TOBG_SP-3013,3,48,12,48
TOBG_SP-276,20,101,55,101
TOBG_SP-201,14,69,48,69
TOBG_SP-85,122,251,75,251
TOBG_SP-195,3,34,16,34
TOBG_SP-171,12,102,43,102
TOBG_SP-81,9,70,16,70
TOBG_SP-18,16,132,14,132
TOBG_SP-272,5,40,26,40
TOBG_SP-3060,5,55,27,55
TOBG_SP-3017,16,90,55,90
TOBG_SP-4379,5,69,23,69
TOBG_SP-3110,20,78,90,78
TOBG_SP-3084,20,137,55,137
TOBG_SP-302,22,115,75,115
TOBG_SP-12,266,423,105,423
TOBG_SP-149,60,179,124,179
TOBG_SP-4145,6,29,20,29
TOBG_SP-237,60,152,29,152
TOBG_SP-240,15,70,23,70
TOBG_SP-3025,6,43,17,43
TOBG_SP-20,23,133,126,133
TOBG_SP-57,27,116,37,116
TOBG_SP-347,14,95,31,95
TOBG_SP-3058,3,50,11,50
TOBG_SP-330,33,122,58,122
TOBG_SP-115,10,139,21,139
TOBG_SP-162,22,147,83,147
TOBG_SP-186,26,126,116,126
TOBG_SP-76,34,135,84,135
TOBG_SP-98,12,81,49,81
TOBG_SP-311,20,75,101,75
TOBG_SP-285,6,69,12,69
TOBG_SP-3103,14,91,21,91
TOBG_SP-3097,17,86,67,86
TOBG_SP-4360,4,60,8,60
TOBG_SP-3073,15,64,36,64
TOBG_SP-3004,13,74,39,74
TOBG_SP-3109,17,85,45,85
TOBG_SP-216,57,123,27,123
TOBG_SP-150,13,106,13,106
TOBG_SP-127,144,222,81,222
TOBG_SP-2970,17,89,107,89
TOBG_SP-354,20,102,22,102
TOBG_SP-259,18,90,67,90
TOBG_SP-3,19,143,40,143
TOBG_SP-39,12,53,35,53
TOBG_SP-3036,5,51,10,51
TOBG_SP-3041,0,37,5,37
TOBG_SP-224,5,65,13,65
TOBG_SP-253,5,121,4,121
TOBG_SP-4355,3,49,8,49
TOBG_SP-43,16,126,28,126
TOBG_SP-34,217,314,103,314
TOBG_SP-4,167,257,74,257
TOBG_SP-49,3,45,4,45
TOBG_SP-4225,17,91,77,91
TOBG_SP-3046,4,47,39,47
TOBG_SP-3031,21,115,113,115
TOBG_SP-157,20,87,43,87
TOBG_SP-2999,27,146,91,146
TOBG_SP-71,11,77,37,77
TOBG_SP-3009,17,69,39,69
TOBG_SP-282,27,86,45,86
TOBG_SP-316,0,37,4,37
TOBG_SP-3003,30,109,78,109
TOBG_SP-288,14,139,28,139
TOBG_SP-3074,6,33,25,33
TOBG_SP-112,84,200,141,200
TOBG_SP-118,20,130,47,130
TOBG_SP-181,43,168,103,168
TOBG_SP-3055,8,64,14,64
TOBG_SP-247,72,183,98,183
TOBG_SP-230,2,38,6,38
TOBG_SP-27,4,57,5,57
TOBG_SP-337,7,72,7,72
TOBG_SP-3028,37,112,56,112
TOBG_SP-340,10,92,21,92
TOBG_SP-4045,5,56,11,56
TOBG_SP-133,35,184,50,184
TOBG_SP-144,26,146,138,146
TOBG_SP-4038,2,44,8,44
TOBG_SP-86,22,102,90,102
TOBG_SP-275,17,138,33,138
TOBG_SP-291,40,185,54,185
TOBG_SP-305,14,64,27,64
TOBG_SP-3083,207,430,42,430
TOBG_SP-208,1,26,17,26
TOBG_SP-15,9,72,24,72
TOBG_SP-62,29,145,93,145
TOBG_SP-176,195,399,91,399
TOBG_SP-101,9,58,16,58
